Incident ID,Incident Date,State,County,Address
965077,21-10-2017,Florida,Duval,164 E Eubanks St
898448,25-07-2017,Florida,Duval,1040 Golfair Boulevard
834832,02-05-2017,Florida,Duval,1566 West 24th Street
833128,30-04-2017,Florida,Duval,1200 Ken Knight Dr N
783090,25-02-2017,Florida,Duval,3604 Moncrief Rd
1237930,21-10-2018,Florida,Duval,900 block of A Philip Randolph Blvd
1206476,09-09-2018,Florida,Duval,
1196028,26-08-2018,Florida,Duval,2 Independent Dr
1134378,05-06-2018,Florida,Duval,Town Center Pkwy
1086773,06-04-2018,Florida,Duval,6100 block of Transylvania Ave
1515128,29-09-2019,Florida,Duval,2200 block of Clemente Dr
1497180,04-09-2019,Florida,Duval,400 W 62nd St
1305538,19-01-2019,Florida,Duval,11445 Brian Lakes Drive
1302060,16-01-2019,Florida,Duval,Emerson St and Spring Park Rd
1810881,30-09-2020,Florida,Duval,12517 Beach Blvd
1671624,03-05-2020,Florida,Duval,2100 block of Brooklyn Rd
1641923,18-03-2020,Florida,Duval,11501 Harts Rd
2425839,27-09-2022,Florida,Duval,A Philip Randolph Blvd and Union St
2250151,08-03-2022,Florida,Duval,Duval Station Rd and Starratt Rd
198051,29-09-2014,South Carolina,Colleton,29 Sandy Dam Lane
2334620,19-06-2022,South Carolina,Colleton,1109 Rivers St
2269259,01-04-2022,South Carolina,Colleton,1900 Block of Logan Farm Rd
198527,29-09-2014,California,Fresno,2300 block of West Fountain Way 
449814,18-11-2015,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard
346202,23-05-2015,California,Fresno,2400 block of South 9th Street
722452,09-12-2016,California,Fresno,842 Fresno Street
668352,01-10-2016,California,Fresno,3200 block of East Clay Avenue
608787,20-07-2016,California,Fresno,5100 block of E Hedges Ave
579517,13-06-2016,California,Fresno,East El Monte Way and Recreation Avenue
987134,12-11-2017,California,Fresno,S Calvin Ave
904026,01-08-2017,California,Fresno,Mariposa St and A St
802425,24-03-2017,California,Fresno,300 block of South Villa Avenue
756015,20-01-2017,California,Fresno,4700 block of E Montecito Ave
1551531,17-11-2019,California,Fresno,5361 E Lamona Ave
1439765,04-07-2019,California,Fresno,4700 block of E Hamilton Ave
1718292,26-06-2020,California,Fresno,Pico Ave
2188999,13-12-2021,California,Fresno,E Normal Ave and Mayfair Dr S
2171568,20-11-2021,California,Fresno,3665 N Pleasant Ave
2405239,02-09-2022,California,Fresno,Effie St and Grant Ave
2315338,28-05-2022,California,Fresno,2233 N 1st St
2228510,06-02-2022,California,Fresno,S Clara Ave and E Lorena Ave
2207435,09-01-2022,California,Fresno,724 E Olive Ave
197416,28-09-2014,Pennsylvania,Philadelphia,2800 block of Hope Street
167649,01-08-2014,Pennsylvania,Philadelphia,1500 block of South Etting Street
165856,28-07-2014,Pennsylvania,Philadelphia,4900 block of North Front Street
472268,26-12-2015,Pennsylvania,Philadelphia,4210 Macalester St
448286,15-11-2015,Pennsylvania,Philadelphia,5600 block of Blakemore St
417284,20-09-2015,Pennsylvania,Philadelphia,900 Pratt St
361948,22-06-2015,Pennsylvania,Philadelphia,700 block of East Hilton Street
361198,20-06-2015,Pennsylvania,Philadelphia,4100 block of Ogden St
693307,04-11-2016,Pennsylvania,Philadelphia,5451 Springfield Ave
657854,18-09-2016,Pennsylvania,Philadelphia,3001 Castor Avenue
657023,16-09-2016,Pennsylvania,Philadelphia,5100 block of Sansom St
627757,11-08-2016,Pennsylvania,Philadelphia,500 block of E Ashmead St
541996,17-04-2016,Pennsylvania,Philadelphia,600 block of Westmoreland Street
1011953,21-12-2017,Pennsylvania,Philadelphia,6600 block of Dorel St
984455,09-11-2017,Pennsylvania,Philadelphia,1800 block of Ringgold
942628,26-09-2017,Pennsylvania,Philadelphia,100 block of Pastorius St
1974755,24-09-2017,Pennsylvania,Philadelphia,3400 block of H St
932619,13-09-2017,Pennsylvania,Philadelphia,3100 block of N 2nd St
912805,13-08-2017,Pennsylvania,Philadelphia,39th St and Melon St
891291,15-07-2017,Pennsylvania,Philadelphia,21st and Fitzwater
848292,20-05-2017,Pennsylvania,Philadelphia,2100 block of W Huntingdon St
821055,15-04-2017,Pennsylvania,Philadelphia,5900 block of Hammond St
810756,03-04-2017,Pennsylvania,Philadelphia,1100 block of W Stiles St
786876,03-03-2017,Pennsylvania,Philadelphia,7165 Germantown Ave
777876,18-02-2017,Pennsylvania,Philadelphia,50 block of N Conestoga St
1276091,13-12-2018,Pennsylvania,Philadelphia,4505 N Broad St
1258804,19-11-2018,Pennsylvania,Philadelphia,5100 block of Malcolm St
1223755,03-10-2018,Pennsylvania,Philadelphia,5101 Germantown Ave
1220331,28-09-2018,Pennsylvania,Philadelphia,5100 block of Haverford Ave
1194315,23-08-2018,Pennsylvania,Philadelphia,5800 block of Oakland St
1182717,08-08-2018,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street
1165299,16-07-2018,Pennsylvania,Philadelphia,2100 block of N 4th St
1142145,14-06-2018,Pennsylvania,Philadelphia,400 block of Penn St
1137402,09-06-2018,Pennsylvania,Philadelphia,2000 block of 20th St
1096232,21-04-2018,Pennsylvania,Philadelphia,1800 block of W Diamond St
1034205,23-01-2018,Pennsylvania,Philadelphia,N 24th St and Ridge Ave
1537992,30-10-2019,Pennsylvania,Philadelphia,5026 Walton Ave
1525999,13-10-2019,Pennsylvania,Philadelphia,W Clearfield St and N 8th St
1525408,12-10-2019,Pennsylvania,Philadelphia,700 block of W Russell St
1524264,10-10-2019,Pennsylvania,Philadelphia,900 block of S 5th St
1492264,31-08-2019,Pennsylvania,Philadelphia,4600 block of 4th St
1479894,15-08-2019,Pennsylvania,Philadelphia,1400 block of W Conlyn St
1478869,14-08-2019,Pennsylvania,Philadelphia,3716 N 15th St
1460630,28-07-2019,Pennsylvania,Philadelphia,2600 block of Carroll St
1447057,13-07-2019,Pennsylvania,Philadelphia,5433 Lansdowne Ave
1429022,22-06-2019,Pennsylvania,Philadelphia,2400 block of Moore St
1423697,16-06-2019,Pennsylvania,Philadelphia,6900 block of Reedbird Pl
1391971,10-05-2019,Pennsylvania,Philadelphia,1900 block of N Croskey St
1377519,21-04-2019,Pennsylvania,Philadelphia,1500 block of South 31st St
1824073,14-10-2020,Pennsylvania,Philadelphia,3900 block of  Buist Ave
1818055,08-10-2020,Pennsylvania,Philadelphia,4935 Frankford Ave
1809910,29-09-2020,Pennsylvania,Philadelphia,4500 block of N 19th St
1807046,26-09-2020,Pennsylvania,Philadelphia,100 block of N Lindenwood St
1806500,25-09-2020,Pennsylvania,Philadelphia,1300 block of Sanger St
1797620,16-09-2020,Pennsylvania,Philadelphia,1800 Wallace St
1793771,12-09-2020,Pennsylvania,Philadelphia,N 18th St and Dauphin St
1785108,03-09-2020,Pennsylvania,Philadelphia,700 block of E Chelten Ave
1783582,02-09-2020,Pennsylvania,Philadelphia,1800 block of Moore St
1825993,31-08-2020,Pennsylvania,Philadelphia,1500 block of W Clearfield St
1784122,30-08-2020,Pennsylvania,Philadelphia,5317 Oxford Ave
1777400,26-08-2020,Pennsylvania,Philadelphia,5500 block of Chew Ave
1769444,19-08-2020,Pennsylvania,Philadelphia,700 block of S 55th St
1768125,18-08-2020,Pennsylvania,Philadelphia,3000 block of Cumberland St
1765499,15-08-2020,Pennsylvania,Philadelphia,N 10th St and Brown St
1758838,08-08-2020,Pennsylvania,Philadelphia,1101 N 38th St
1753320,02-08-2020,Pennsylvania,Philadelphia,3100 block of Weymouth St
1752019,31-07-2020,Pennsylvania,Philadelphia,2500 block of Ingersoll St
1719693,28-06-2020,Pennsylvania,Philadelphia,1900 block of E Somerset St
1717543,25-06-2020,Pennsylvania,Philadelphia,Emerald St and E Atlantic St
1703509,12-06-2020,Pennsylvania,Philadelphia,N Broad St and Colwyn St
1701426,09-06-2020,Pennsylvania,Philadelphia,600 block of N 8th St
1693580,31-05-2020,Pennsylvania,Philadelphia,700 block of E Clearfield St
1691440,28-05-2020,Pennsylvania,Philadelphia,300 block of N 55th St
1689419,27-05-2020,Pennsylvania,Philadelphia,1800 block of Hart Ln
1689252,26-05-2020,Pennsylvania,Philadelphia,2700 block of N Darian St
1850080,15-05-2020,Pennsylvania,Philadelphia,4300 block of Germantown Ave
1670970,02-05-2020,Pennsylvania,Philadelphia,200 block of S Cecil St
1659862,16-04-2020,Pennsylvania,Philadelphia,Bustleton Ave and St Vincent St
1648832,30-03-2020,Pennsylvania,Philadelphia,2000 block of W Harold St
2200968,30-12-2021,Pennsylvania,Philadelphia,5100 block of Germantown Ave
2197328,26-12-2021,Pennsylvania,Philadelphia,800 block of W Clearfield St
2188843,13-12-2021,Pennsylvania,Philadelphia,3400 block of Emerald St
2183667,06-12-2021,Pennsylvania,Philadelphia,1500 block of N 29th St
2177268,28-11-2021,Pennsylvania,Philadelphia,1300 block of S 50th St
2166673,14-11-2021,Pennsylvania,Philadelphia,2700 block of N Howard St
2162269,08-11-2021,Pennsylvania,Philadelphia,200 block of E Louden St
2123301,23-09-2021,Pennsylvania,Philadelphia,38th St and Aspen St
2120940,20-09-2021,Pennsylvania,Philadelphia,Broad St and Chew Ave
2095087,19-08-2021,Pennsylvania,Philadelphia,5100 block of Germantown Ave
2088659,11-08-2021,Pennsylvania,Philadelphia,5500 Rising Sun Ave
2082957,04-08-2021,Pennsylvania,Philadelphia,3653 Germantown Ave
2065009,16-07-2021,Pennsylvania,Philadelphia,2700 block of Ruby Terrace
2059404,10-07-2021,Pennsylvania,Philadelphia,W Butler St and N 9th St
2051190,02-07-2021,Pennsylvania,Philadelphia,7700 block of Ogontz Ave
2004413,14-05-2021,Pennsylvania,Philadelphia,5600 block of Market St
2002269,12-05-2021,Pennsylvania,Philadelphia,5500 block of Kingsessing Ave
1999417,09-05-2021,Pennsylvania,Philadelphia,100 block of E Albanus St
1993664,02-05-2021,Pennsylvania,Philadelphia,5200 block of Burton St
1962507,26-03-2021,Pennsylvania,Philadelphia,1080 N Delaware Ave
1957252,20-03-2021,Pennsylvania,Philadelphia,4234 Germantown Ave
1950471,11-03-2021,Pennsylvania,Philadelphia,1400 block of N 76th St
1931288,17-02-2021,Pennsylvania,Philadelphia,5597 Old York Rd
1903058,15-01-2021,Pennsylvania,Philadelphia,5000 block of N 10th St
2466431,23-11-2022,Pennsylvania,Philadelphia,1901 N 60th St
2458727,13-11-2022,Pennsylvania,Philadelphia,400 block of E Wyoming Ave
2453744,05-11-2022,Pennsylvania,Philadelphia,853 E Allegheny Ave
2448287,30-10-2022,Pennsylvania,Philadelphia,601 Spring Garden St
2437284,14-10-2022,Pennsylvania,Philadelphia,Willard St and Shelbourne St
2427999,01-10-2022,Pennsylvania,Philadelphia,5000 block of Frankford Ave
2425199,27-09-2022,Pennsylvania,Philadelphia,6498 Ridge Ave
2406852,05-09-2022,Pennsylvania,Philadelphia,W Russell St and N 8th St
2396124,23-08-2022,Pennsylvania,Philadelphia,N 60th St and Race St
2391042,17-08-2022,Pennsylvania,Philadelphia,2800 block of Bonsal St
2389775,16-08-2022,Pennsylvania,Philadelphia,5700 Haverford Ave
2385789,12-08-2022,Pennsylvania,Philadelphia,5300 block of Charles St
2361490,16-07-2022,Pennsylvania,Philadelphia,1300 block of E Luzerne St
2359229,14-07-2022,Pennsylvania,Philadelphia,1901 Spring Garden St
2358938,13-07-2022,Pennsylvania,Philadelphia,Wyalusing Ave and N Creighton St
2344201,29-06-2022,Pennsylvania,Philadelphia,1100 block of E Price St
2338874,24-06-2022,Pennsylvania,Philadelphia,S Bucknell St and Oakford St
2321266,04-06-2022,Pennsylvania,Philadelphia,200 block of South St
2315903,30-05-2022,Pennsylvania,Philadelphia,N Delaware Ave and E Tioga St
2312678,25-05-2022,Pennsylvania,Philadelphia,3500 block of Fairmount Ave
2306277,18-05-2022,Pennsylvania,Philadelphia,1500 block of Bouvier St
2298519,10-05-2022,Pennsylvania,Philadelphia,Allegheny Ave and G St
2281171,17-04-2022,Pennsylvania,Philadelphia,2800 block of Orkney St
2272394,06-04-2022,Pennsylvania,Philadelphia,Griscom St and Arrott St
2236155,17-02-2022,Pennsylvania,Philadelphia,164 W Chelten Ave
2201629,01-01-2022,Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave
2583589,28-04-2023,Pennsylvania,Philadelphia,5900 block of Palmetto St
2566162,06-04-2023,Pennsylvania,Philadelphia,3700 block of N Carlisle St
2564607,04-04-2023,Pennsylvania,Philadelphia,3400 block of Rorer St
2554779,26-03-2023,Pennsylvania,Philadelphia,1900 block of N 19th St
2532658,23-02-2023,Pennsylvania,Philadelphia,2003-05 N 31st St
2513527,28-01-2023,Pennsylvania,Philadelphia,Knorr St and Loretto Ave
2499381,09-01-2023,Pennsylvania,Philadelphia,3300 block of Guilford St
198064,26-09-2014,South Carolina,Florence,650 Turner Rd
1223865,03-10-2018,South Carolina,Florence,932 Ashton Dr
1856338,18-11-2020,South Carolina,Florence,500 block of Gaillard St
2148921,23-10-2021,South Carolina,Florence,811 S Irby St
194945,21-09-2014,Ohio,Columbiana,440 First St
193960,20-09-2014,Mississippi,Panola,8297 Curtis Rd
192851,18-09-2014,Florida,Gilchrist,2550 NW 29th Terrace
190874,14-09-2014,Texas,Nueces,229 Naval Air Station Drive
2172621,14-09-2014,Texas,Nueces,229 NAS Dr
588918,26-06-2016,Texas,Nueces,Baldwin Blvd  and Lamar
1713493,21-06-2020,Texas,Nueces,5802 Everhart Rd
2518860,06-02-2023,Texas,Nueces,2700 block of Persimmon St
190599,14-09-2014,Alaska,Anchorage,225 E Fifth
1816799,07-10-2020,Alaska,Anchorage,200 block of McCarrey St
1656373,08-04-2020,Alaska,Anchorage,10600 block of Elmore Rd
2039457,19-06-2021,Alaska,Anchorage,E 3rd Ave and Gambell St
188332,06-09-2014,Florida,Orange,2015 Orange Blossom Trail
399883,22-08-2015,Florida,Orange,FL-408 and N Pine Hills Rd
386937,01-08-2015,Florida,Orange,5801 Shenandoah Way
300660,01-03-2015,Florida,Orange,4900 block of Steyr St
699316,13-11-2016,Florida,Orange,Conley Street and South Ivey Lane
657136,17-09-2016,Florida,Orange,3918 Columbia St
577157,12-06-2016,Florida,Orange,1912 S Orange Ave
541987,16-04-2016,Florida,Orange,1100 block of Conley Street
508510,20-02-2016,Florida,Orange,446 S Parramore Ave
501233,07-02-2016,Florida,Orange,7432 Universal Blvd
859875,05-06-2017,Florida,Orange,2427 Forsyth Rd
1220912,29-09-2018,Florida,Orange,1700 block of 24th St
1159820,09-07-2018,Florida,Orange,Southland Blvd and Orange Blossom Trail
1138324,11-06-2018,Florida,Orange,4932 Eaglesmere Dr
1032393,21-01-2018,Florida,Orange,3101 Willow Bend Blvd
1825525,16-10-2020,Florida,Orange,2000 block of N Forsyth Rd
1666327,25-04-2020,Florida,Orange,Elese St and Deerock Dr
2187077,10-12-2021,Florida,Orange,Jefferson St and Garden Ave
2156175,01-11-2021,Florida,Orange,N Orange Ave and Wall St
2112450,10-09-2021,Florida,Orange,5526 S Orange Blossom Trl
1951681,13-03-2021,Florida,Orange,200 block of Ring Rd
2452673,04-11-2022,Florida,Orange,10145 Myers Dr
2448015,29-10-2022,Florida,Orange,8204 Crystal Clear Ln
2377338,02-08-2022,Florida,Orange,9873 Lake District Ln
2374430,31-07-2022,Florida,Orange,Wall St and S Orange Ave
2568150,09-04-2023,Florida,Orange,5344 Lescot Ln
2531512,22-02-2023,Florida,Orange,6100 block of Hialeah St
186488,06-09-2014,Georgia,Bibb,576 Poplar Street
1143081,17-06-2018,Georgia,Bibb,325 Edgewood Ln
1412430,01-06-2019,Georgia,Bibb,Suzanne Dr and Robinson Dr
1862947,27-11-2020,Georgia,Bibb,425 Cherry St
1649473,31-03-2020,Georgia,Bibb,571 Moreland Ave
2072761,24-07-2021,Georgia,Bibb,Cherry St and Martin Luther King Jr Blvd
2475546,06-12-2022,Georgia,Bibb,159 Steven Dr
2370760,27-07-2022,Georgia,Bibb,624 Forest Hill Rd
2321500,04-06-2022,Georgia,Bibb,300 Block of Jones Ave
185393,04-09-2014,Michigan,Genesee,2400 block of Martin Luther King Boulevard
345749,24-05-2015,Michigan,Genesee,W. 12th Street and Hammerberg Road.
835961,04-05-2017,Michigan,Genesee,600 block of Copeman Boulevard
745236,07-01-2017,Michigan,Genesee,2500 block of Churchill Ave
1099516,24-04-2018,Michigan,Genesee,2200 block of Ave A
1441565,07-07-2019,Michigan,Genesee,Clio Rd and Myrtle St
1746441,26-07-2020,Michigan,Genesee,4462 Corunna Rd
1746582,25-07-2020,Michigan,Genesee,4813 Clio Rd
1687097,23-05-2020,Michigan,Genesee,4100 block of Minerva St
2095800,20-08-2021,Michigan,Genesee,2905 Saginaw St
2086236,09-08-2021,Michigan,Genesee,3201 Hammerberg Rd
1914942,28-01-2021,Michigan,Genesee,1900 block of Tebo St
185196,02-09-2014,Mississippi,Hinds,3622 Medgar Evers Boulevard
95146,11-01-2014,Mississippi,Hinds,3430 W. Capitol Street
688429,28-10-2016,Mississippi,Hinds,200 block of Lorenz Blvd
771826,09-02-2017,Mississippi,Hinds,3150 Robinson Road
1381771,27-04-2019,Mississippi,Hinds,700 block of Monterey St
1877122,10-12-2020,Mississippi,Hinds,1805 Hospital Dr
1760207,09-08-2020,Mississippi,Hinds,3600 block of Cromwell St
1724219,04-07-2020,Mississippi,Hinds,6340 Ridgewood Ct Dr
1687381,23-05-2020,Mississippi,Hinds,2300 block of Oakhurst Dr
1659966,15-04-2020,Mississippi,Hinds,1200 block of Wood Village Dr
2143605,17-10-2021,Mississippi,Hinds,3243 Medgar Evers Blvd
2358053,11-07-2022,Mississippi,Hinds,Fairway St and Suncrest Dr
2291470,30-04-2022,Mississippi,Hinds,1207 Mississippi Street
2205024,04-01-2022,Mississippi,Hinds,3207 W Capitol St
184507,02-09-2014,California,San Bernardino,25000 block of Fifth Street 
2161078,06-11-2021,California,San Bernardino,26998 3rd St
2308017,20-05-2022,California,San Bernardino,3606 Highland Ave
183432,31-08-2014,California,Alameda,200 block of South Q Street 
182974,29-08-2014,Florida,Hernando,820 Peach St
180007,24-08-2014,California,Los Angeles,1400 block of Celis Street
180580,24-08-2014,Georgia,Richmond,1013 Carrie Street
1348844,17-03-2019,Georgia,Richmond,900 block of Broad St
2118451,17-09-2021,Georgia,Richmond,519 Broad St
2003383,13-05-2021,Georgia,Richmond,201 E Telfair St
2223019,30-01-2022,Georgia,Richmond,2623 Deans Bridge Rd
178006,18-08-2014,Louisiana,St. Martin,Main and Hyacinth streets
177770,17-08-2014,California,San Mateo,Purdue Street and Georgetown Avenue
175943,17-08-2014,Massachusetts,Suffolk,Edinboro Street
283115,23-01-2015,Massachusetts,Suffolk,954 Parker Street
275986,08-01-2015,Massachusetts,Suffolk,104 Harrishof Street
634889,21-08-2016,Massachusetts,Suffolk,Westview and Stratton Street
574753,08-06-2016,Massachusetts,Suffolk,66 Washington St
1004454,09-12-2017,Massachusetts,Suffolk,Proctor St
1136928,09-06-2018,Massachusetts,Suffolk,14 Copeland St
1440510,05-07-2019,Massachusetts,Suffolk,Maple St
1384553,01-05-2019,Massachusetts,Suffolk,32 Windermere Rd
1831995,22-10-2020,Massachusetts,Suffolk,Columbia Rd and Stanwood St
1721669,30-06-2020,Massachusetts,Suffolk,14 Circuit St
1690369,27-05-2020,Massachusetts,Suffolk,5 Ames St
2086148,09-08-2021,Massachusetts,Suffolk,27 Irma St
2065533,15-07-2021,Massachusetts,Suffolk,265 Centre St
2058950,10-07-2021,Massachusetts,Suffolk,34 Cameron St
2358329,12-07-2022,Massachusetts,Suffolk,39 Warren St
2348163,04-07-2022,Massachusetts,Suffolk,Dorchester Ave and Bailey St
175839,17-08-2014,Nevada,Clark,Owens Avenue and H Street
161063,20-07-2014,Nevada,Clark,3400 block of N Rancho Dr
107403,15-02-2014,Nevada,Clark,Sahara and Maryland 
409101,05-09-2015,Nevada,Clark,5000 block of Hollywood Boulevard
592207,29-06-2016,Nevada,Clark,6100 block of West Lake Mead Boulevard
567788,29-05-2016,Nevada,Clark,200 block of N 3rd St
546581,23-04-2016,Nevada,Clark,1650 South Hollywood Boulevard
1015666,27-12-2017,Nevada,Clark,3750 E Bonanza Rd
946496,01-10-2017,Nevada,Clark,3950 Las Vegas Blvd S
1282704,22-12-2018,Nevada,Clark,3528 S Maryland Pkwy
1233563,14-10-2018,Nevada,Clark,2815 W Lake Mead Blvd
1231385,12-10-2018,Nevada,Clark,6500 block of W Charleston Blvd
1179810,04-08-2018,Nevada,Clark,3400 block of Coran Ln
1348793,17-03-2019,Nevada,Clark,600 E Fremont St
1780228,29-08-2020,Nevada,Clark,777 E Twain Ave
2153285,28-10-2021,Nevada,Clark,3900 block of E Cheyenne Ave
2102991,29-08-2021,Nevada,Clark,1750 S Rainbow Blvd
2089972,13-08-2021,Nevada,Clark,2601 E Sunset Rd
1910619,24-01-2021,Nevada,Clark,W Wilson Ave and H St
2417863,18-09-2022,Nevada,Clark,4800 block of Holt Ave
2246387,03-03-2022,Nevada,Clark,4055 S University Center Dr
2242153,26-02-2022,Nevada,Clark,953 E Sahara Ave
175788,16-08-2014,Utah,Salt Lake,122 Pierpont Avenue
2026713,06-06-2021,Utah,Salt Lake,1354 N General Dr
175779,16-08-2014,New Jersey,Union,West 3rd Street and Monroe Avenue
1800188,19-09-2020,New Jersey,Union,523 W 3rd St
174544,13-08-2014,Tennessee,Montgomery,Treeland Drive
311922,23-03-2015,Tennessee,Montgomery,900 block of Carpenter Street
281663,20-01-2015,Tennessee,Montgomery,321 Lansinger Lane
604175,16-07-2016,Tennessee,Montgomery,1348 College Street
1813306,03-10-2020,Tennessee,Montgomery,100 block of Tiny Town Rd
173369,12-08-2014,New York,Erie,Oakmont Ave
155755,06-07-2014,New York,Erie,100 block of Erb Street
353536,06-06-2015,New York,Erie,100 block of Warren Avenue
334681,04-05-2015,New York,Erie,100 block of Roosevelt Avenue
980004,03-11-2017,New York,Erie,147 Roosevelt Ave
901083,29-07-2017,New York,Erie,200 block of Carl St
1154558,02-07-2018,New York,Erie,Grape St
1141745,14-06-2018,New York,Erie,Marigold Ave
1132050,02-06-2018,New York,Erie,Strauss Street
1582197,29-12-2019,New York,Erie,50 block of Henrietta Ave
1418548,09-06-2019,New York,Erie,2081 Niagara St
1800026,19-09-2020,New York,Erie,Glenwood Ave and Jefferson Ave
1779981,30-08-2020,New York,Erie,500 block of Fillmore Ave
1711747,21-06-2020,New York,Erie,W Ferry St and Niagara St
2198071,26-12-2021,New York,Erie,1300 block of Jefferson Ave
2055252,05-07-2021,New York,Erie,50 block of Donovan Dr
2043465,23-06-2021,New York,Erie,114 Hickory St
2454281,05-11-2022,New York,Erie,30 E Amherst St
2301751,14-05-2022,New York,Erie,1275 Jefferson Ave
2269429,03-04-2022,New York,Erie,400 block of Genesee St
2525634,14-02-2023,New York,Erie,Crossman Ave and Heminway St
173628,12-08-2014,Georgia,Bartow,Brent Cir
172205,10-08-2014,District of Columbia,District of Columbia,50 block of N St SW
173786,08-08-2014,District of Columbia,District of Columbia,2nd St NE and Todd Pl NE
159291,13-07-2014,District of Columbia,District of Columbia,1700 block of Lincoln Rd NE
149954,21-06-2014,District of Columbia,District of Columbia,Florida Ave NW and U St NW
136163,17-05-2014,District of Columbia,District of Columbia,2200 block of Adams Pl NE
156828,14-04-2014,District of Columbia,District of Columbia,1909 19th St SE
436240,25-10-2015,District of Columbia,District of Columbia,4300 block of Wheeler Road SE
376823,17-07-2015,District of Columbia,District of Columbia,600 block of Edgewood St NE
368867,04-07-2015,District of Columbia,District of Columbia,2600 block of Douglass Pl SE
657634,17-09-2016,District of Columbia,District of Columbia,2600 block of Birney Pl SE
601512,11-07-2016,District of Columbia,District of Columbia,5100 block of Call Pl SE
574850,08-06-2016,District of Columbia,District of Columbia,1300 North Capitol St NW
499422,03-02-2016,District of Columbia,District of Columbia,1500 block of Butler St SE
481849,08-01-2016,District of Columbia,District of Columbia,1700 E Capitol St NE
906126,03-08-2017,District of Columbia,District of Columbia,3426 18th St NE
876010,25-06-2017,District of Columbia,District of Columbia,5900 block of Southern Ave SE
870222,18-06-2017,District of Columbia,District of Columbia,3100 block of Buena Vista Terrace SE
853119,27-05-2017,District of Columbia,District of Columbia,100 block of Q St NW
765153,31-01-2017,District of Columbia,District of Columbia,2900 block of Martin Luther King Jr Ave SE
1215739,21-09-2018,District of Columbia,District of Columbia,1800 block of Benning Rd NE
1165183,16-07-2018,District of Columbia,District of Columbia,300 block of 53rd St NE
1154998,03-07-2018,District of Columbia,District of Columbia,1700 block of Benning Rd NE
1103465,30-04-2018,District of Columbia,District of Columbia,3600 block of New York Ave NE
1035803,25-01-2018,District of Columbia,District of Columbia,1600 block of Kenilworth Ave NE
1029095,17-01-2018,District of Columbia,District of Columbia,2000 block of 16th St SE
1507939,19-09-2019,District of Columbia,District of Columbia,1300 block of Columbia Rd NW
1459941,28-07-2019,District of Columbia,District of Columbia,637 T St NW
1453884,21-07-2019,District of Columbia,District of Columbia,2300 block of 15th St NE
1441967,08-07-2019,District of Columbia,District of Columbia,3900 Martin Luther King Jr Ave SW
1406330,27-05-2019,District of Columbia,District of Columbia,1200 block of Sumner Rd SE
1405445,26-05-2019,District of Columbia,District of Columbia,3509 Wheeler Rd SE
1319333,04-02-2019,District of Columbia,District of Columbia,2341 Pennsylvania Ave SE
1815308,05-10-2020,District of Columbia,District of Columbia,400 block of Orange St SE
1758966,09-08-2020,District of Columbia,District of Columbia,3300 block of Dubois Pl SE
1755297,04-08-2020,District of Columbia,District of Columbia,5400 block of Georgia Ave NW
1739658,19-07-2020,District of Columbia,District of Columbia,3600 block of 14th St NW
1704727,13-06-2020,District of Columbia,District of Columbia,3100 block of Waclark Pl SE
1702172,11-06-2020,District of Columbia,District of Columbia,1200 block of Mt Olivet Rd NE
1692912,30-05-2020,District of Columbia,District of Columbia,300 block of 37th St SE
1635118,06-03-2020,District of Columbia,District of Columbia,6219 Dix St NE
2136270,08-10-2021,District of Columbia,District of Columbia,1700 block of Independence Ave SE
2130370,01-10-2021,District of Columbia,District of Columbia,Forrester St SW and Galveston Pl SW
2121381,21-09-2021,District of Columbia,District of Columbia,2200 block of Alabama Ave SE
2107930,04-09-2021,District of Columbia,District of Columbia,700 block of Longfellow St NW
2085438,08-08-2021,District of Columbia,District of Columbia,3600 block of New York Ave NE
2077018,28-07-2021,District of Columbia,District of Columbia,3400 block of 22nd St SE
2064992,16-07-2021,District of Columbia,District of Columbia,2900 block of MLK Ave SE
2041555,21-06-2021,District of Columbia,District of Columbia,300 block of 50th St NE
2005238,15-05-2021,District of Columbia,District of Columbia,3900 block of Minnesota Ave NE
2003167,13-05-2021,District of Columbia,District of Columbia,200 block of 37th Pl SE
1978561,15-04-2021,District of Columbia,District of Columbia,1800 block of West Virginia Ave NE
1969899,06-04-2021,District of Columbia,District of Columbia,4100 block of Ames St NE
1965890,31-03-2021,District of Columbia,District of Columbia,1300 block of Congress St SE
1944507,04-03-2021,District of Columbia,District of Columbia,3900 Martin Luther King Jr Ave SW
1911026,25-01-2021,District of Columbia,District of Columbia,1406 Good Hope Rd SE
1896774,07-01-2021,District of Columbia,District of Columbia,1300 block of Columbia Rd NW
2488952,27-12-2022,District of Columbia,District of Columbia,2300 block of Pennsylvania Ave SE
2431594,06-10-2022,District of Columbia,District of Columbia,1200 North Capitol St NW
2396536,24-08-2022,District of Columbia,District of Columbia,27 O Street NW
2375886,01-08-2022,District of Columbia,District of Columbia,444 16th St NE
2361532,16-07-2022,District of Columbia,District of Columbia,200 block of Adams St NE
2334920,19-06-2022,District of Columbia,District of Columbia,14th St NW and U St NW
2284819,22-04-2022,District of Columbia,District of Columbia,2900 block of Van Ness St NW
2274855,09-04-2022,District of Columbia,District of Columbia,O St SW and Half St SW
