Incident ID,Incident Date,State,County,Address
468968,20-12-2015,North Carolina,New Hanover,11th and Castle Street
646995,03-09-2016,North Carolina,New Hanover,600 block of North 30th St
1967914,03-04-2021,North Carolina,New Hanover,718 Kidder St
2228660,06-02-2022,North Carolina,New Hanover,200 block of North 31st St
469614,20-12-2015,Florida,Miami-Dade,NE 167th St and NE 6th Ave
464945,13-12-2015,California,Orange,17000 block of Keelson Lane
465117,12-12-2015,Illinois,St. Clair,307 Jefferson St
2193049,19-12-2021,Illinois,St. Clair,213 Madison St
464002,12-12-2015,Georgia,Chatham,Whitaker Street
457037,02-12-2015,Georgia,Chatham,100 block of West 33rd Street
386066,02-08-2015,Georgia,Chatham,Barnard Street
273965,02-01-2015,Georgia,Chatham,500 block of W. 54th Street
883052,05-07-2017,Georgia,Chatham,Jefferson Street and West St. Julian Street
1177024,30-07-2018,Georgia,Chatham,12328 Largo Dr
1420432,11-06-2019,Georgia,Chatham,6900 Block of Damascus Rd
2031976,11-06-2021,Georgia,Chatham,200 block of Avery St
2213456,16-01-2022,Georgia,Chatham,1100 Graydon St
463642,11-12-2015,Maryland,Baltimore,5100 block of Park Heights Avenue
451057,21-11-2015,Maryland,Baltimore,Stricker and School
426256,06-10-2015,Maryland,Baltimore,300 block of North Payson Street
424224,02-10-2015,Maryland,Baltimore,5400 Reisterstown Road
386140,02-08-2015,Maryland,Baltimore,2700 block of Garrison Avenue
375322,15-07-2015,Maryland,Baltimore,3500 block of West Garrison Boulevard
370474,07-07-2015,Maryland,Baltimore,900 block of West Fayette Street
344302,20-05-2015,Maryland,Baltimore,800 block of Linwood Avenue
341232,16-05-2015,Maryland,Baltimore,1700 block of North Broadway
316795,02-04-2015,Maryland,Baltimore,1900 block of West Lanvale Street
299190,28-02-2015,Maryland,Baltimore,4300 block of Welbourne Road
723292,11-12-2016,Maryland,Baltimore,3916 South Hanover Street
715101,30-11-2016,Maryland,Baltimore,2901 Garrison Blvd
662342,24-09-2016,Maryland,Baltimore,Greenmount Ave and Preston St
615328,28-07-2016,Maryland,Baltimore,Greenmount Avenue
600798,11-07-2016,Maryland,Baltimore,1800 block of W. North Avenue
568528,30-05-2016,Maryland,Baltimore,500 block of East 43rd Street
545501,21-04-2016,Maryland,Baltimore,4800 block of Frankford Avenue
942830,26-09-2017,Maryland,Baltimore,3200 block of Lyndale Ave
941144,24-09-2017,Maryland,Baltimore,500 block of E. Patapsco Avenue
917713,21-08-2017,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue
904329,02-08-2017,Maryland,Baltimore,900 block of N Broadway
866412,13-06-2017,Maryland,Baltimore,3300 block of Ayrdale Avenue
866448,13-06-2017,Maryland,Baltimore,1200 block of Bonaparte Avenue
1279617,18-12-2018,Maryland,Baltimore,3942 Park Heights Ave
1194598,23-08-2018,Maryland,Baltimore,1700 block of Homestead St
1168828,21-07-2018,Maryland,Baltimore,1000 block of Dundalk Ave
1153531,30-06-2018,Maryland,Baltimore,4000 block of Penhurst Ave
1115110,14-05-2018,Maryland,Baltimore,2020 Etting St
1577577,22-12-2019,Maryland,Baltimore,225 Park Ave
1537044,29-10-2019,Maryland,Baltimore,4700 block of Liberty Heights Ave
1536787,28-10-2019,Maryland,Baltimore,4160 Pimlico Rd
1525628,12-10-2019,Maryland,Baltimore,800 block of W Lexington St
1523204,09-10-2019,Maryland,Baltimore,1600 block of W North Ave
1493429,31-08-2019,Maryland,Baltimore,900 block of N Monroe St
1491495,30-08-2019,Maryland,Baltimore,1600 block of E 29th St
1490466,29-08-2019,Maryland,Baltimore,2500 block of E Monument St
1453350,20-07-2019,Maryland,Baltimore,2800 block of Boarman Ave
1437094,01-07-2019,Maryland,Baltimore,1200 block of N Luzerne Ave
1428595,22-06-2019,Maryland,Baltimore,800 block of N Port St
1405317,25-05-2019,Maryland,Baltimore,500 block of N Belnord Ave
1386085,03-05-2019,Maryland,Baltimore,1900 block of Ramsay St
1385642,03-05-2019,Maryland,Baltimore,2500 block of E Biddle St
1381979,28-04-2019,Maryland,Baltimore,2544 Edmondson Ave
1368597,11-04-2019,Maryland,Baltimore,2200 block of Ruskin Ave
1357591,28-03-2019,Maryland,Baltimore,6200 block of Boston St
1331974,21-02-2019,Maryland,Baltimore,500 block of Bloom St
1831091,22-10-2020,Maryland,Baltimore,500 block of W Franklin St
1825896,15-10-2020,Maryland,Baltimore,2900 block of Westwood Ave
1788401,08-09-2020,Maryland,Baltimore,2300 block of Greenmount Ave
1787387,06-09-2020,Maryland,Baltimore,4900 block of Reisterstown Rd
1786449,05-09-2020,Maryland,Baltimore,2000 block of W Lexington St
1724273,03-07-2020,Maryland,Baltimore,700 block of S Woodington Rd
1704176,13-06-2020,Maryland,Baltimore,700 block of S Broadway St
1674802,07-05-2020,Maryland,Baltimore,5100 block of Stafford Rd
1647661,28-03-2020,Maryland,Baltimore,1100 block of Washington Blvd
1641216,17-03-2020,Maryland,Baltimore,300 block of McMechen St
2191752,17-12-2021,Maryland,Baltimore,600 block of Laurens St
2192046,17-12-2021,Maryland,Baltimore,1300 block of W North Ave
2176922,28-11-2021,Maryland,Baltimore,1300 block of North Montford Ave
2148401,22-10-2021,Maryland,Baltimore,3100 block of W North Ave
2136230,08-10-2021,Maryland,Baltimore,2600 block of Jefferson St
2134217,06-10-2021,Maryland,Baltimore,1243 Patterson Park Ave
2116343,14-09-2021,Maryland,Baltimore,1700 block of N Milton Ave
2036635,16-06-2021,Maryland,Baltimore,2100 block of West Lexington St
2001137,11-05-2021,Maryland,Baltimore,800 block of W Lexington St
1993221,02-05-2021,Maryland,Baltimore,1500 block of Washington Blvd
1976538,13-04-2021,Maryland,Baltimore,2300 block of Hoffman St
1969065,05-04-2021,Maryland,Baltimore,300 block of N Eutaw St
2450917,01-11-2022,Maryland,Baltimore,2000 block of W Pratt St
2425799,28-09-2022,Maryland,Baltimore,5500 block of Bowleys Ln
2396567,24-08-2022,Maryland,Baltimore,Park Heights Ave and Shirley Ave
2386878,14-08-2022,Maryland,Baltimore,5100 block of Harford Rd
2373050,29-07-2022,Maryland,Baltimore,3100 block of W North Ave
2334096,17-06-2022,Maryland,Baltimore,1800 block of W Lafayette Ave
2324435,07-06-2022,Maryland,Baltimore,5500 block of Plainfield Ave
2298872,10-05-2022,Maryland,Baltimore,2800 block of Boarman Ave
2298591,10-05-2022,Maryland,Baltimore,700 block of N Rose St
2280495,16-04-2022,Maryland,Baltimore,5300 block of Maple Ave
2252719,12-03-2022,Maryland,Baltimore,Gwynn Oak Ave and Liberty Heights Ave
2245620,02-03-2022,Maryland,Baltimore,Walbrook Ave and N Dukeland St
2215955,19-01-2022,Maryland,Baltimore,E Monument St and N Montford Ave
2574455,17-04-2023,Maryland,Baltimore,2000 block of Charles St
2562492,01-04-2023,Maryland,Baltimore,3205 Woodring Ave
2552552,23-03-2023,Maryland,Baltimore,2801 Edmondson Ave
2527234,15-02-2023,Maryland,Baltimore,1400 block of E Fayette St
2494934,04-01-2023,Maryland,Baltimore,4408 Edmondson Ave
461476,08-12-2015,Ohio,Hamilton,2300 block of Baltimore Ave
421650,28-09-2015,Ohio,Hamilton,1800 block of Hewitt Ave
399367,21-08-2015,Ohio,Hamilton,Mathis and Prentice
376203,17-07-2015,Ohio,Hamilton,3100 block of Sunshine Ave
335903,07-05-2015,Ohio,Hamilton,2300 block of Baltimore Avenue
610093,23-07-2016,Ohio,Hamilton,3400 block of Beekman St
896149,22-07-2017,Ohio,Hamilton,130 E Clifton Ave
886220,08-07-2017,Ohio,Hamilton,9917 Capstan Dr
803054,26-03-2017,Ohio,Hamilton,4601 Kellogg Ave
785262,28-02-2017,Ohio,Hamilton,1700 of Casey Dr
1204538,06-09-2018,Ohio,Hamilton,511 Walnut St
1124777,25-05-2018,Ohio,Hamilton,1000 block of Ross Avenue
1852161,14-11-2020,Ohio,Hamilton,400 block of Kings Run Dr
1765624,16-08-2020,Ohio,Hamilton,700 block of Chalfonte Pl
1765636,16-08-2020,Ohio,Hamilton,70 E McMicken Ave
1766423,16-08-2020,Ohio,Hamilton,700 block of Chalfonte Pl
2109384,05-09-2021,Ohio,Hamilton,6308 Corbly Rd
2040732,20-06-2021,Ohio,Hamilton,3000 block of Borden St
2038622,17-06-2021,Ohio,Hamilton,3056 Mathers St
2005991,16-05-2021,Ohio,Hamilton,7751 Reading Rd
1941382,28-02-2021,Ohio,Hamilton,3600 block of Idlewild Ave
2380747,07-08-2022,Ohio,Hamilton,1323 Main St
2285242,22-04-2022,Ohio,Hamilton,Kemper Ln and E McMillan St
460049,06-12-2015,Louisiana,Lafourche,Market Street
460386,06-12-2015,Nebraska,Douglas,North 108th Street and Military Road
348606,28-05-2015,Nebraska,Douglas,84th and Q
283041,24-01-2015,Nebraska,Douglas,3402 Parker St
1131855,02-06-2018,Nebraska,Douglas,S 11th St and Farnam St
1114276,12-05-2018,Nebraska,Douglas,3201 Decatur St
1111649,09-05-2018,Nebraska,Douglas,Sahler St and N 48th St
1400934,18-05-2019,Nebraska,Douglas,2825 Y St
1739571,19-07-2020,Nebraska,Douglas,28th St and T Ave
2052342,04-07-2021,Nebraska,Douglas,2311 N 24th St
2458863,13-11-2022,Nebraska,Douglas,3347 Ames Ave
2320862,03-06-2022,Nebraska,Douglas,2931 T St
2238657,20-02-2022,Nebraska,Douglas,1817 N 33rd St
455394,29-11-2015,Illinois,Kankakee,648 E Court St
610402,22-07-2016,Illinois,Kankakee,300 block of North Wildwood Avenue
1905360,16-01-2021,Illinois,Kankakee,600 block of N Evergreen Ave
454059,27-11-2015,Colorado,El Paso,3480 Centennial Blvd
1277411,14-12-2018,Colorado,El Paso,700 block of Geiger Ct
1043447,05-02-2018,Colorado,El Paso,4225 Galley Rd
2143889,17-10-2021,Colorado,El Paso,1865 N Academy Blvd
1999125,09-05-2021,Colorado,El Paso,2828 Preakness Way
2463465,19-11-2022,Colorado,El Paso,3430 N Academy Blvd
2315190,28-05-2022,Colorado,El Paso,3800 block of E Pikes Pike Ave
2269059,02-04-2022,Colorado,El Paso,2400 block of Barkman Dr
2263608,25-03-2022,Colorado,El Paso,820 Citadel Dr E
2207406,09-01-2022,Colorado,El Paso,1960 Chelton Rd
2531078,21-02-2023,Colorado,El Paso,3945 Palmer Park Blvd
454788,24-11-2015,South Carolina,Horry,1321 Colletta Ct
1864205,28-11-2020,South Carolina,Horry,3800 block of Golden Key Rd
452007,23-11-2015,Ohio,Franklin,90 block of S Terrace Ave
357164,13-06-2015,Ohio,Franklin,1623 E. Hudson Street
516341,04-03-2016,Ohio,Franklin,900 E 5th Ave
1007054,13-12-2017,Ohio,Franklin,200 block of E Barthman Ave
869357,17-06-2017,Ohio,Franklin,6252 Busch Blvd
821371,16-04-2017,Ohio,Franklin,1710 Cleveland Av
1185040,11-08-2018,Ohio,Franklin,1280 Summit St
1527528,15-10-2019,Ohio,Franklin,1600 block of Manchester Ave
1462317,30-07-2019,Ohio,Franklin,1280 E Long St
1429480,23-06-2019,Ohio,Franklin,1767 Genessee Ave
1400561,20-05-2019,Ohio,Franklin,2424 Sullivant Ave
1739097,17-07-2020,Ohio,Franklin,E 6th Ave and Summit St
1713668,22-06-2020,Ohio,Franklin,1910 Fountainview Ct
1671289,03-05-2020,Ohio,Franklin,300 block of S Ashburton Rd
2079044,31-07-2021,Ohio,Franklin,1662 W Mound St
2072782,24-07-2021,Ohio,Franklin,N High St and E 4th Ave
2045043,25-06-2021,Ohio,Franklin,I-670 and Neil Ave
2013043,22-05-2021,Ohio,Franklin,233 S Civic Center Dr
1993090,02-05-2021,Ohio,Franklin,491 Park St
1980492,17-04-2021,Ohio,Franklin,5001 Chatterton Rd
2489345,27-12-2022,Ohio,Franklin,900 block of Bellows Ave
2425825,28-09-2022,Ohio,Franklin,1680 Karl Ct
2423538,24-09-2022,Ohio,Franklin,E 5th Ave and Osborn Ave
2376028,01-08-2022,Ohio,Franklin,176 Rumsey Rd
2360953,16-07-2022,Ohio,Franklin,3475 Sullivant Ave
2251416,11-03-2022,Ohio,Franklin,1644 E Dublin-Granville Rd
2548773,18-03-2023,Ohio,Franklin,1570 S. High St
2513512,29-01-2023,Ohio,Franklin,1680 Karl Ct
2492314,01-01-2023,Ohio,Franklin,2830 Johnstown Rd
453317,22-11-2015,Texas,Cameron,1800 block of FM 802
2443627,23-10-2022,Texas,Cameron,1200 block of W Saint Francis St
451305,22-11-2015,New York,Orange,203 Broadway
688577,30-10-2016,New York,Orange,119 First Street
773162,12-02-2017,New York,Orange,253 South William Street
1605798,26-01-2020,New York,Orange,1571 NY-300
2170140,17-11-2021,New York,Orange,William St and Carson Ave
448653,16-11-2015,Alabama,Cherokee,1460 County Rd 664
448419,15-11-2015,Texas,Anderson,800 block of An County Rd 2217
447462,14-11-2015,Pennsylvania,Cambria,1159 Main St
443821,08-11-2015,Iowa,Polk,4397 NW 6th Drive
848680,21-05-2017,Iowa,Polk,4300 Beaver Dr
809683,02-04-2017,Iowa,Polk,2500 Martin Luther King Jr. Parkway
1423435,16-06-2019,Iowa,Polk,1200 block of Sampson St
