Incident ID,Incident Date,State,State Code,County,City,City Or County,Address,# Killed,# Injured
2328342,12-06-2022,Colorado,CO,Jefferson,Denver,Denver,4600 block of Colorado Ave,2,4
2201677,01-01-2022,Colorado,CO,Jefferson,Denver,Denver,1919 Blake St,2,2
2498792,09-01-2023,Colorado,CO,Jefferson,Denver,Denver,18th St and Blake St,0,4
223651,22-11-2014,Ohio,OH,Cuyahoga,Cleveland,Cleveland,1443 E 92nd St,4,1
375412,15-07-2015,Ohio,OH,Cuyahoga,Cleveland,Cleveland,700 block of Thornhill,0,7
370187,07-07-2015,Ohio,OH,Cuyahoga,Cleveland,Cleveland,East 162nd Street and Miles Avenue,1,3
350163,31-05-2015,Ohio,OH,Cuyahoga,Cleveland,Cleveland,16209 block of Laverne Avenue,3,1
337855,10-05-2015,Ohio,OH,Cuyahoga,Cleveland,Cleveland,3600 block of Bosworth Rd,1,4
604275,16-07-2016,Ohio,OH,Cuyahoga,Cleveland,Cleveland,5000 block of Euclid Avenue,0,5
596159,04-07-2016,Ohio,OH,Cuyahoga,Cleveland,Cleveland,1400 block of W. 107 Street,0,4
995015,24-11-2017,Ohio,OH,Cuyahoga,Cleveland,Cleveland,11618 Buckeye Rd,1,5
916551,19-08-2017,Ohio,OH,Cuyahoga,Cleveland,Cleveland,11143 Superior Ave,1,4
803689,26-03-2017,Ohio,OH,Cuyahoga,Cleveland,Cleveland,E 75th St,2,2
802837,25-03-2017,Ohio,OH,Cuyahoga,Cleveland,Cleveland,E 79th St and Woodland Ave,2,2
780036,21-02-2017,Ohio,OH,Cuyahoga,Cleveland,Cleveland,16700 Lorain Ave,0,4
778941,20-02-2017,Ohio,OH,Cuyahoga,Cleveland,Cleveland,1082 East 105th Street,0,5
769889,08-02-2017,Ohio,OH,Cuyahoga,Cleveland,Cleveland,16379 Euclid Ave,1,4
1289686,31-12-2018,Ohio,OH,Cuyahoga,Cleveland,Cleveland,4462 Denison Ave,3,2
1201135,01-09-2018,Ohio,OH,Cuyahoga,Cleveland,Cleveland,3232 Lakeside Ave East,1,7
1192036,20-08-2018,Ohio,OH,Cuyahoga,Cleveland,Cleveland,E 94th St and Kinsman Rd,1,3
1172224,26-07-2018,Ohio,OH,Cuyahoga,Cleveland,Cleveland,18416 St Clair Ave,1,6
1551162,17-11-2019,Ohio,OH,Cuyahoga,Cleveland,Cleveland,7100 block of Lawn Ave,0,4
1512486,21-09-2019,Ohio,OH,Cuyahoga,Cleveland,Cleveland,3616 East 144th St,4,0
1418533,09-06-2019,Ohio,OH,Cuyahoga,Cleveland,Cleveland,17218 Tarkington Ave,1,3
1397521,16-05-2019,Ohio,OH,Cuyahoga,Cleveland,Cleveland,9500 Cardwell Ave,0,4
1768683,17-08-2020,Ohio,OH,Cuyahoga,Cleveland,Cleveland,Dove Ave and E 102nd St,0,5
1690524,27-05-2020,Ohio,OH,Cuyahoga,Cleveland,Cleveland,12800 Euclid Ave,1,3
1686015,22-05-2020,Ohio,OH,Cuyahoga,Cleveland,Cleveland,11921 Miles Ave,1,3
1635750,07-03-2020,Ohio,OH,Cuyahoga,Cleveland,Cleveland,3804 E 93rd St,1,18
1585746,01-01-2020,Ohio,OH,Cuyahoga,Cleveland,Cleveland,1437 St Clair Ave NE,0,4
2136132,06-10-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,9200 block of Marshall Ave,0,4
2135659,06-10-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,Marshall Ave and E 93rd St,0,4
2116205,14-09-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,2747 Cedar Ave,0,6
2081480,31-07-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,3100 block of W 25th St,0,5
2054233,04-07-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,Kinsman Rd and E 139th St,0,4
2032486,12-06-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,8805 Buckeye Rd,3,4
2027736,07-06-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,4100 block of E 81st St,0,6
2027725,06-06-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,3700 block of Woodbridge Ave,0,8
1963556,28-03-2021,Ohio,OH,Cuyahoga,Cleveland,Cleveland,5100 Pearl Rd,0,7
2441540,20-10-2022,Ohio,OH,Cuyahoga,Cleveland,Cleveland,4497 State Rd,0,5
2406862,05-09-2022,Ohio,OH,Cuyahoga,Cleveland,Cleveland,13902 Euclid Ave,1,10
2388144,13-08-2022,Ohio,OH,Cuyahoga,Cleveland,Cleveland,7500 block of Bessemer Ave,1,4
2373607,29-07-2022,Ohio,OH,Cuyahoga,Cleveland,Cleveland,E 154th St and Harvard Ave,1,3
2311123,23-05-2022,Ohio,OH,Cuyahoga,Cleveland,Cleveland,1032 Hartley Rd,0,5
2265029,26-03-2022,Ohio,OH,Cuyahoga,Cleveland,Cleveland,1437 St Clair Ave NE,0,4
2501869,13-01-2023,Ohio,OH,Cuyahoga,Cleveland,Cleveland,3719 Mack Ct,4,1
223799,22-11-2014,South Dakota,SD,Roberts,Sisseton,Sisseton,Fourth Avenue,4,1
223729,22-11-2014,Ohio,OH,Clark,Springfield,Springfield,Clifton Avenue and Rice Street,1,3
2058837,10-07-2021,Ohio,OH,Clark,Springfield,Springfield,405 S Burnett Rd,1,3
2022391,02-06-2021,Ohio,OH,Clark,Springfield,Springfield,1935 S Yellow Springs St,0,6
2291578,01-05-2022,Ohio,OH,Clark,Springfield,Springfield,Clifton Ave and Rice St,1,4
223582,21-11-2014,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,600 block of Miller Avenue,0,6
168307,02-08-2014,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,Penn Avenue and 29th Street,1,5
111095,01-03-2014,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,Hamilton Ave,1,4
463734,11-12-2015,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,1222 Brownsville Rd,0,4
450505,20-11-2015,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,Prospect Drive,1,3
395837,15-08-2015,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,West Prospect Avenue,1,3
384662,30-07-2015,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,Brushton Avenue,0,4
318125,05-04-2015,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,Dinwiddie Street,1,3
658226,18-09-2016,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,1700 block of Brighton Pl,0,4
595048,04-07-2016,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,Seventh  Ave and Liberty Ave,0,4
1001566,04-12-2017,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,7200 block of Everton St,2,2
1241819,27-10-2018,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,5898 Wilkins Ave,11,7
1185622,12-08-2018,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,5600 block of Broad St,0,4
2196267,24-12-2021,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,7300 block of Schoyer St,0,6
2107875,04-09-2021,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,7300 block of Hamilton Ave,0,4
2077587,29-07-2021,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,239 Gilkeson Rd,3,2
2447379,28-10-2022,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,3737 Brighton Rd,0,5
2438482,15-10-2022,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,300 block of Cedar Ave,3,1
2381371,07-08-2022,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,1700 block of Brighton Pl,1,3
2280711,17-04-2022,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,900B Madison Ave,2,9
2525382,14-02-2023,Pennsylvania,PA,Allegheny,Pittsburgh,Pittsburgh,1101 N Murtland St,0,4
222393,18-11-2014,Nevada,NV,Clark,North Las Vegas,North Las Vegas,Englestad Street,0,4
1355275,25-03-2019,Nevada,NV,Clark,North Las Vegas,North Las Vegas,2400 block of W San Miguel St,0,5
1840544,31-10-2020,Nevada,NV,Clark,North Las Vegas,North Las Vegas,3700 block of Iverson Ln,0,4
2053508,04-07-2021,Nevada,NV,Clark,North Las Vegas,North Las Vegas,1200 block of W Helen Ave,2,7
2281244,16-04-2022,Nevada,NV,Clark,North Las Vegas,North Las Vegas,4900 block of Support St,0,4
221554,16-11-2014,Ohio,OH,Summit,Akron,Akron,1891 E Market St,1,4
603738,14-07-2016,Ohio,OH,Summit,Akron,Akron,900 block of Moeller Avenue,1,3
1526952,13-10-2019,Ohio,OH,Summit,Akron,Akron,Main St,0,4
1432930,26-06-2019,Ohio,OH,Summit,Akron,Akron,900 block of Rowe St,1,3
2090971,14-08-2021,Ohio,OH,Summit,Akron,Akron,271 Maiden Ln,0,5
224746,16-11-2014,Texas,TX,El Paso,El Paso,El Paso,115 S. Durango,0,6
902187,30-07-2017,Texas,TX,El Paso,El Paso,El Paso,1810 George Dieter Dr,1,3
1530276,19-10-2019,Texas,TX,El Paso,El Paso,El Paso,3812 Truman Ave,1,4
1466705,03-08-2019,Texas,TX,El Paso,El Paso,El Paso,7101 Gateway Blvd,23,23
2183120,05-12-2021,Texas,TX,El Paso,El Paso,El Paso,2910 Tularosa Ave,1,3
2438904,16-10-2022,Texas,TX,El Paso,El Paso,El Paso,8500 block of Dyer St,1,3
2367664,23-07-2022,Texas,TX,El Paso,El Paso,El Paso,14100 block of Honey Point Dr,0,4
2526362,15-02-2023,Texas,TX,El Paso,El Paso,El Paso,8401 Gateway Blvd W,1,4
221347,15-11-2014,Missouri,MO,Greene,Springfield,Springfield,2555 N. Glenstone,4,0
1283229,23-12-2018,Missouri,MO,Greene,Springfield,Springfield,1042 W College St,1,6
1245274,01-11-2018,Missouri,MO,Greene,Springfield,Springfield,906 E Locust St,3,2
1640317,15-03-2020,Missouri,MO,Greene,Springfield,Springfield,3264 E Battlefield Rd,5,2
2231921,11-02-2022,Missouri,MO,Greene,Springfield,Springfield,E Kearney St and N Prospect Ave,0,4
217831,08-11-2014,California,CA,Los Angeles,Pomona,Pomona,499 E. Arrow Highway,0,5
201502,04-10-2014,California,CA,Los Angeles,Pomona,Pomona,1925 West Holt Avenue ,0,4
217401,07-11-2014,California,CA,Los Angeles,Compton,Compton,136th Street ,0,4
307512,15-03-2015,California,CA,Los Angeles,Compton,Compton,2700 block of West Alondra Boulevard,0,4
517073,06-03-2016,California,CA,Los Angeles,Compton,Compton,900 block of West Victoria Street,1,8
834788,29-04-2017,California,CA,Los Angeles,Compton,Compton,2000 Block of N Nestor Ave,0,4
1221794,30-09-2018,California,CA,Los Angeles,Compton,Compton,1300 E Palmer St,1,3
1999307,08-05-2021,California,CA,Los Angeles,Compton,Compton,15100 block of S Lime Ave,2,2
1946991,05-03-2021,California,CA,Los Angeles,Compton,Compton,609 N Long Beach Blvd,1,4
211348,26-10-2014,Kentucky,KY,Trigg,Cadiz,Cadiz,1410 Old Dover Road,4,0
210363,24-10-2014,Washington,WA,Snohomish,Marysville,Marysville,5611 108th St NE,5,1
209134,18-10-2014,New York,NY,Queens,Queens,Queens,33-02 Queens Blvd,0,4
193570,19-09-2014,New York,NY,Queens,Queens,Queens,32-14 106th St,0,4
175911,17-08-2014,New York,NY,Queens,Queens,Queens,153-38 118th Ave,0,4
92704,03-01-2014,New York,NY,Queens,Queens,Queens,Farmers Boulevard and 133rd Avenue,1,3
207145,18-10-2014,South Carolina,SC,Aiken,Graniteville,Graniteville,192 Breezy Hill Road,1,3
205726,14-10-2014,Georgia,GA,Gwinnett,Peachtree Corners,Peachtree Corners,6505 Bannor Lane,3,2
204310,12-10-2014,California,CA,San Joaquin,Stockton,Stockton,1100 block of East March Lane,3,1
106243,12-02-2014,California,CA,San Joaquin,Stockton,Stockton,1101 E Lindsay St,1,3
373768,13-07-2015,California,CA,San Joaquin,Stockton,Stockton,400 block of McCloud Avenue,1,4
308687,17-03-2015,California,CA,San Joaquin,Stockton,Stockton,748 N Madison St,3,4
285123,26-01-2015,California,CA,San Joaquin,Stockton,Stockton,1500 block of E. 9th Street,1,3
577938,11-06-2016,California,CA,San Joaquin,Stockton,Stockton,Alvarado Avenue,1,3
563514,22-05-2016,California,CA,San Joaquin,Stockton,Stockton,Poplar and Sutter Streets,1,3
1115051,13-05-2018,California,CA,San Joaquin,Stockton,Stockton,2436 Belleview St,3,2
1406070,26-05-2019,California,CA,San Joaquin,Stockton,Stockton,600 block of E Oak St,1,3
1387245,04-05-2019,California,CA,San Joaquin,Stockton,Stockton,5105 Holiday Dr,1,4
1371065,14-04-2019,California,CA,San Joaquin,Stockton,Stockton,2539 E Main St,0,4
1956001,17-03-2021,California,CA,San Joaquin,Stockton,Stockton,Oro Ave and E Main St,0,5
2280504,15-04-2022,California,CA,San Joaquin,Stockton,Stockton,300 block of Coventry Dr,2,2
2260129,22-03-2022,California,CA,San Joaquin,Stockton,Stockton,1800 West Lane,1,3
2518292,05-02-2023,California,CA,San Joaquin,Stockton,Stockton,1300 block of W Fremont St,1,3
204236,11-10-2014,New York,NY,Oneida,Utica,Utica,222 Bleecker Street,0,5
2125613,25-09-2021,New York,NY,Oneida,Utica,Utica,800 block of Mohawk St,0,4
2114583,11-09-2021,New York,NY,Oneida,Utica,Utica,700 block of Noyes St,1,3
204254,08-10-2014,New York,NY,Albany,Guilderland,Guilderland,1846 Western Ave,4,0
201630,05-10-2014,Florida,FL,Duval,Jacksonville,Jacksonville,7300 block of Linda Drive,3,1
107433,16-02-2014,Florida,FL,Duval,Jacksonville,Jacksonville,1187 S. Edgewood Ave.,1,4
471867,25-12-2015,Florida,FL,Duval,Jacksonville,Jacksonville,Franklin and Odessa,0,4
446996,13-11-2015,Florida,FL,Duval,Jacksonville,Jacksonville,1300 block of South Shirley Oaks Drive,4,1
441681,03-11-2015,Florida,FL,Duval,Jacksonville,Jacksonville,Ella Street and Kings Road,2,3
699605,13-11-2016,Florida,FL,Duval,Jacksonville,Jacksonville,5105 Cleveland Rd,3,2
628178,12-08-2016,Florida,FL,Duval,Jacksonville,Jacksonville,100 block of West 38th Street,1,3
624273,08-08-2016,Florida,FL,Duval,Jacksonville,Jacksonville,1214 Labelle St,0,7
965077,21-10-2017,Florida,FL,Duval,Jacksonville,Jacksonville,164 E Eubanks St,0,4
898448,25-07-2017,Florida,FL,Duval,Jacksonville,Jacksonville,1040 Golfair Boulevard,1,3
834832,02-05-2017,Florida,FL,Duval,Jacksonville,Jacksonville,1566 West 24th Street,1,3
833128,30-04-2017,Florida,FL,Duval,Jacksonville,Jacksonville,1200 Ken Knight Dr N,0,5
783090,25-02-2017,Florida,FL,Duval,Jacksonville,Jacksonville,3604 Moncrief Rd,1,4
1237930,21-10-2018,Florida,FL,Duval,Jacksonville,Jacksonville,900 block of A Philip Randolph Blvd,1,5
1206476,09-09-2018,Florida,FL,Duval,Jacksonville,Jacksonville,,0,4
1196028,26-08-2018,Florida,FL,Duval,Jacksonville,Jacksonville,2 Independent Dr,3,9
1134378,05-06-2018,Florida,FL,Duval,Jacksonville,Jacksonville,Town Center Pkwy,3,1
1086773,06-04-2018,Florida,FL,Duval,Jacksonville,Jacksonville,6100 block of Transylvania Ave,0,4
1515128,29-09-2019,Florida,FL,Duval,Jacksonville,Jacksonville,2200 block of Clemente Dr,0,4
1497180,04-09-2019,Florida,FL,Duval,Jacksonville,Jacksonville,400 W 62nd St,0,4
1305538,19-01-2019,Florida,FL,Duval,Jacksonville,Jacksonville,11445 Brian Lakes Drive,3,2
1302060,16-01-2019,Florida,FL,Duval,Jacksonville,Jacksonville,Emerson St and Spring Park Rd,1,5
1810881,30-09-2020,Florida,FL,Duval,Jacksonville,Jacksonville,12517 Beach Blvd,0,4
1671624,03-05-2020,Florida,FL,Duval,Jacksonville,Jacksonville,2100 block of Brooklyn Rd,1,3
1641923,18-03-2020,Florida,FL,Duval,Jacksonville,Jacksonville,11501 Harts Rd,1,4
2425839,27-09-2022,Florida,FL,Duval,Jacksonville,Jacksonville,A Philip Randolph Blvd and Union St,0,4
2250151,08-03-2022,Florida,FL,Duval,Jacksonville,Jacksonville,Duval Station Rd and Starratt Rd,1,4
198051,29-09-2014,South Carolina,SC,Colleton,Walterboro,Walterboro,29 Sandy Dam Lane,1,7
2334620,19-06-2022,South Carolina,SC,Colleton,Walterboro,Walterboro,1109 Rivers St,2,2
2269259,01-04-2022,South Carolina,SC,Colleton,Walterboro,Walterboro,1900 Block of Logan Farm Rd,0,4
198527,29-09-2014,California,CA,Fresno,Fresno,Fresno,2300 block of West Fountain Way ,0,4
449814,18-11-2015,California,CA,Fresno,Fresno,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5
346202,23-05-2015,California,CA,Fresno,Fresno,Fresno,2400 block of South 9th Street,2,2
722452,09-12-2016,California,CA,Fresno,Fresno,Fresno,842 Fresno Street,0,4
668352,01-10-2016,California,CA,Fresno,Fresno,Fresno,3200 block of East Clay Avenue,0,4
608787,20-07-2016,California,CA,Fresno,Fresno,Fresno,5100 block of E Hedges Ave,0,4
579517,13-06-2016,California,CA,Fresno,Fresno,Fresno,East El Monte Way and Recreation Avenue,0,4
987134,12-11-2017,California,CA,Fresno,Fresno,Fresno,S Calvin Ave,0,5
904026,01-08-2017,California,CA,Fresno,Fresno,Fresno,Mariposa St and A St,0,7
802425,24-03-2017,California,CA,Fresno,Fresno,Fresno,300 block of South Villa Avenue,1,4
756015,20-01-2017,California,CA,Fresno,Fresno,Fresno,4700 block of E Montecito Ave,0,4
1551531,17-11-2019,California,CA,Fresno,Fresno,Fresno,5361 E Lamona Ave,4,6
1439765,04-07-2019,California,CA,Fresno,Fresno,Fresno,4700 block of E Hamilton Ave,1,3
1718292,26-06-2020,California,CA,Fresno,Fresno,Fresno,Pico Ave,0,4
2188999,13-12-2021,California,CA,Fresno,Fresno,Fresno,E Normal Ave and Mayfair Dr S,0,4
2171568,20-11-2021,California,CA,Fresno,Fresno,Fresno,3665 N Pleasant Ave,2,2
2405239,02-09-2022,California,CA,Fresno,Fresno,Fresno,Effie St and Grant Ave,2,3
2315338,28-05-2022,California,CA,Fresno,Fresno,Fresno,2233 N 1st St,1,3
2228510,06-02-2022,California,CA,Fresno,Fresno,Fresno,S Clara Ave and E Lorena Ave,2,2
2207435,09-01-2022,California,CA,Fresno,Fresno,Fresno,724 E Olive Ave,0,4
197416,28-09-2014,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2800 block of Hope Street,0,4
167649,01-08-2014,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1500 block of South Etting Street,1,3
165856,28-07-2014,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,4900 block of North Front Street,1,4
472268,26-12-2015,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,4210 Macalester St,0,4
448286,15-11-2015,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5600 block of Blakemore St,0,4
417284,20-09-2015,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,900 Pratt St,1,3
361948,22-06-2015,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,700 block of East Hilton Street,0,7
361198,20-06-2015,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,4100 block of Ogden St,0,10
693307,04-11-2016,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5451 Springfield Ave,0,4
657854,18-09-2016,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,3001 Castor Avenue,0,4
657023,16-09-2016,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5100 block of Sansom St,2,5
627757,11-08-2016,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,500 block of E Ashmead St,0,4
541996,17-04-2016,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,600 block of Westmoreland Street,3,1
1011953,21-12-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,6600 block of Dorel St,1,3
984455,09-11-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1800 block of Ringgold,0,4
942628,26-09-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,100 block of Pastorius St,1,3
1974755,24-09-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,3400 block of H St,0,4
932619,13-09-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,3100 block of N 2nd St,0,4
912805,13-08-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,39th St and Melon St,0,5
891291,15-07-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,21st and Fitzwater,1,3
848292,20-05-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2100 block of W Huntingdon St,0,10
821055,15-04-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5900 block of Hammond St,0,4
810756,03-04-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1100 block of W Stiles St,3,1
786876,03-03-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,7165 Germantown Ave,0,4
777876,18-02-2017,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,50 block of N Conestoga St,0,4
1276091,13-12-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,4505 N Broad St,0,4
1258804,19-11-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5100 block of Malcolm St,4,0
1223755,03-10-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5101 Germantown Ave,1,4
1220331,28-09-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5100 block of Haverford Ave,2,2
1194315,23-08-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5800 block of Oakland St,0,4
1182717,08-08-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,North 12th Street and West Huntingdon Street,2,4
1165299,16-07-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2100 block of N 4th St,1,4
1142145,14-06-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,400 block of Penn St,0,4
1137402,09-06-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2000 block of 20th St,1,4
1096232,21-04-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1800 block of W Diamond St,2,2
1034205,23-01-2018,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,N 24th St and Ridge Ave,0,4
1537992,30-10-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5026 Walton Ave,4,0
1525999,13-10-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,W Clearfield St and N 8th St,0,6
1525408,12-10-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,700 block of W Russell St,1,3
1524264,10-10-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,900 block of S 5th St,0,5
1492264,31-08-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,4600 block of 4th St,2,2
1479894,15-08-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1400 block of W Conlyn St,0,5
1478869,14-08-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,3716 N 15th St,0,6
1460630,28-07-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2600 block of Carroll St,1,5
1447057,13-07-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5433 Lansdowne Ave,0,7
1429022,22-06-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2400 block of Moore St,0,4
1423697,16-06-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,6900 block of Reedbird Pl,1,5
1391971,10-05-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1900 block of N Croskey St,0,5
1377519,21-04-2019,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1500 block of South 31st St,0,4
1824073,14-10-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,3900 block of  Buist Ave,0,4
1818055,08-10-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,4935 Frankford Ave,1,6
1809910,29-09-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,4500 block of N 19th St,0,5
1807046,26-09-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,100 block of N Lindenwood St,0,4
1806500,25-09-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1300 block of Sanger St,0,4
1797620,16-09-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1800 Wallace St,2,3
1793771,12-09-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,N 18th St and Dauphin St,0,4
1785108,03-09-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,700 block of E Chelten Ave,0,6
1783582,02-09-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1800 block of Moore St,2,2
1825993,31-08-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1500 block of W Clearfield St,0,5
1784122,30-08-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5317 Oxford Ave,0,4
1777400,26-08-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5500 block of Chew Ave,0,4
1769444,19-08-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,700 block of S 55th St,0,4
1768125,18-08-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,3000 block of Cumberland St,1,4
1765499,15-08-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,N 10th St and Brown St,0,5
1758838,08-08-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1101 N 38th St,0,6
1753320,02-08-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,3100 block of Weymouth St,0,4
1752019,31-07-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2500 block of Ingersoll St,1,3
1719693,28-06-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1900 block of E Somerset St,2,2
1717543,25-06-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,Emerald St and E Atlantic St,0,4
1703509,12-06-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,N Broad St and Colwyn St,0,6
1701426,09-06-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,600 block of N 8th St,1,6
1693580,31-05-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,700 block of E Clearfield St,0,4
1691440,28-05-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,300 block of N 55th St,1,3
1689419,27-05-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,1800 block of Hart Ln,0,4
1689252,26-05-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2700 block of N Darian St,0,4
1850080,15-05-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,4300 block of Germantown Ave,0,4
1670970,02-05-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,200 block of S Cecil St,0,4
1659862,16-04-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,Bustleton Ave and St Vincent St,0,4
1648832,30-03-2020,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,2000 block of W Harold St,0,5
2200968,30-12-2021,Pennsylvania,PA,Philadelphia,Philadelphia,Philadelphia,5100 block of Germantown Ave,0,7
