Incident ID,Incident Date,# Killed
965077,21-10-2017,0
898448,25-07-2017,1
834832,02-05-2017,1
833128,30-04-2017,0
783090,25-02-2017,1
1237930,21-10-2018,1
1206476,09-09-2018,0
1196028,26-08-2018,3
1134378,05-06-2018,3
1086773,06-04-2018,0
1515128,29-09-2019,0
1497180,04-09-2019,0
1305538,19-01-2019,3
1302060,16-01-2019,1
1810881,30-09-2020,0
1671624,03-05-2020,1
1641923,18-03-2020,1
2425839,27-09-2022,0
2250151,08-03-2022,1
198051,29-09-2014,1
2334620,19-06-2022,2
2269259,01-04-2022,0
198527,29-09-2014,0
449814,18-11-2015,0
346202,23-05-2015,2
722452,09-12-2016,0
668352,01-10-2016,0
608787,20-07-2016,0
579517,13-06-2016,0
987134,12-11-2017,0
904026,01-08-2017,0
802425,24-03-2017,1
756015,20-01-2017,0
1551531,17-11-2019,4
1439765,04-07-2019,1
1718292,26-06-2020,0
2188999,13-12-2021,0
2171568,20-11-2021,2
2405239,02-09-2022,2
2315338,28-05-2022,1
2228510,06-02-2022,2
2207435,09-01-2022,0
197416,28-09-2014,0
167649,01-08-2014,1
165856,28-07-2014,1
472268,26-12-2015,0
448286,15-11-2015,0
417284,20-09-2015,1
361948,22-06-2015,0
361198,20-06-2015,0
693307,04-11-2016,0
657854,18-09-2016,0
657023,16-09-2016,2
627757,11-08-2016,0
541996,17-04-2016,3
1011953,21-12-2017,1
984455,09-11-2017,0
942628,26-09-2017,1
1974755,24-09-2017,0
932619,13-09-2017,0
912805,13-08-2017,0
891291,15-07-2017,1
848292,20-05-2017,0
821055,15-04-2017,0
810756,03-04-2017,3
786876,03-03-2017,0
777876,18-02-2017,0
1276091,13-12-2018,0
1258804,19-11-2018,4
1223755,03-10-2018,1
1220331,28-09-2018,2
1194315,23-08-2018,0
1182717,08-08-2018,2
1165299,16-07-2018,1
1142145,14-06-2018,0
1137402,09-06-2018,1
1096232,21-04-2018,2
1034205,23-01-2018,0
1537992,30-10-2019,4
1525999,13-10-2019,0
1525408,12-10-2019,1
1524264,10-10-2019,0
1492264,31-08-2019,2
1479894,15-08-2019,0
1478869,14-08-2019,0
1460630,28-07-2019,1
1447057,13-07-2019,0
1429022,22-06-2019,0
1423697,16-06-2019,1
1391971,10-05-2019,0
1377519,21-04-2019,0
1824073,14-10-2020,0
1818055,08-10-2020,1
1809910,29-09-2020,0
1807046,26-09-2020,0
1806500,25-09-2020,0
1797620,16-09-2020,2
1793771,12-09-2020,0
1785108,03-09-2020,0
1783582,02-09-2020,2
1825993,31-08-2020,0
1784122,30-08-2020,0
1777400,26-08-2020,0
1769444,19-08-2020,0
1768125,18-08-2020,1
1765499,15-08-2020,0
1758838,08-08-2020,0
1753320,02-08-2020,0
1752019,31-07-2020,1
1719693,28-06-2020,2
1717543,25-06-2020,0
1703509,12-06-2020,0
1701426,09-06-2020,1
1693580,31-05-2020,0
1691440,28-05-2020,1
1689419,27-05-2020,0
1689252,26-05-2020,0
1850080,15-05-2020,0
1670970,02-05-2020,0
1659862,16-04-2020,0
1648832,30-03-2020,0
2200968,30-12-2021,0
2197328,26-12-2021,0
2188843,13-12-2021,0
2183667,06-12-2021,0
2177268,28-11-2021,0
2166673,14-11-2021,0
2162269,08-11-2021,0
2123301,23-09-2021,0
2120940,20-09-2021,1
2095087,19-08-2021,1
2088659,11-08-2021,1
2082957,04-08-2021,0
2065009,16-07-2021,1
2059404,10-07-2021,0
2051190,02-07-2021,1
2004413,14-05-2021,0
2002269,12-05-2021,1
1999417,09-05-2021,2
1993664,02-05-2021,1
1962507,26-03-2021,0
1957252,20-03-2021,1
1950471,11-03-2021,2
1931288,17-02-2021,0
1903058,15-01-2021,0
2466431,23-11-2022,0
2458727,13-11-2022,0
2453744,05-11-2022,0
2448287,30-10-2022,0
2437284,14-10-2022,0
2427999,01-10-2022,0
2425199,27-09-2022,1
2406852,05-09-2022,2
2396124,23-08-2022,2
2391042,17-08-2022,0
2389775,16-08-2022,0
2385789,12-08-2022,1
2361490,16-07-2022,0
2359229,14-07-2022,0
2358938,13-07-2022,0
2344201,29-06-2022,0
2338874,24-06-2022,2
2321266,04-06-2022,3
2315903,30-05-2022,2
2312678,25-05-2022,0
2306277,18-05-2022,0
2298519,10-05-2022,0
2281171,17-04-2022,0
2272394,06-04-2022,1
2236155,17-02-2022,0
2201629,01-01-2022,1
2583589,28-04-2023,3
2566162,06-04-2023,0
2564607,04-04-2023,1
2554779,26-03-2023,2
2532658,23-02-2023,0
2513527,28-01-2023,0
2499381,09-01-2023,3
198064,26-09-2014,1
1223865,03-10-2018,2
1856338,18-11-2020,0
2148921,23-10-2021,0
194945,21-09-2014,0
193960,20-09-2014,2
192851,18-09-2014,8
190874,14-09-2014,3
2172621,14-09-2014,3
588918,26-06-2016,0
1713493,21-06-2020,1
2518860,06-02-2023,1
190599,14-09-2014,0
1816799,07-10-2020,1
1656373,08-04-2020,0
2039457,19-06-2021,1
188332,06-09-2014,0
399883,22-08-2015,0
386937,01-08-2015,0
300660,01-03-2015,0
699316,13-11-2016,0
657136,17-09-2016,1
577157,12-06-2016,50
541987,16-04-2016,2
508510,20-02-2016,0
501233,07-02-2016,2
859875,05-06-2017,6
1220912,29-09-2018,1
1159820,09-07-2018,1
1138324,11-06-2018,6
1032393,21-01-2018,0
1825525,16-10-2020,3
1666327,25-04-2020,1
2187077,10-12-2021,0
2156175,01-11-2021,0
2112450,10-09-2021,0
1951681,13-03-2021,1
2452673,04-11-2022,4
2448015,29-10-2022,0
2377338,02-08-2022,5
2374430,31-07-2022,0
2568150,09-04-2023,3
2531512,22-02-2023,3
186488,06-09-2014,0
1143081,17-06-2018,1
1412430,01-06-2019,2
1862947,27-11-2020,1
1649473,31-03-2020,3
2072761,24-07-2021,2
2475546,06-12-2022,3
2370760,27-07-2022,2
2321500,04-06-2022,2
185393,04-09-2014,0
345749,24-05-2015,0
835961,04-05-2017,1
745236,07-01-2017,1
1099516,24-04-2018,0
1441565,07-07-2019,0
1746441,26-07-2020,1
1746582,25-07-2020,0
1687097,23-05-2020,1
2095800,20-08-2021,1
2086236,09-08-2021,2
1914942,28-01-2021,1
185196,02-09-2014,2
95146,11-01-2014,0
688429,28-10-2016,0
771826,09-02-2017,4
1381771,27-04-2019,1
1877122,10-12-2020,0
1760207,09-08-2020,0
1724219,04-07-2020,1
1687381,23-05-2020,1
1659966,15-04-2020,1
2143605,17-10-2021,3
2358053,11-07-2022,0
2291470,30-04-2022,1
2205024,04-01-2022,1
184507,02-09-2014,0
2161078,06-11-2021,0
2308017,20-05-2022,1
183432,31-08-2014,0
182974,29-08-2014,3
180007,24-08-2014,4
180580,24-08-2014,1
1348844,17-03-2019,0
2118451,17-09-2021,0
2003383,13-05-2021,2
2223019,30-01-2022,1
178006,18-08-2014,0
177770,17-08-2014,1
175943,17-08-2014,0
283115,23-01-2015,0
275986,08-01-2015,1
634889,21-08-2016,0
574753,08-06-2016,1
1004454,09-12-2017,0
1136928,09-06-2018,0
1440510,05-07-2019,0
1384553,01-05-2019,1
1831995,22-10-2020,0
1721669,30-06-2020,1
1690369,27-05-2020,1
2086148,09-08-2021,1
2065533,15-07-2021,0
2058950,10-07-2021,0
2358329,12-07-2022,0
2348163,04-07-2022,0
175839,17-08-2014,0
161063,20-07-2014,1
107403,15-02-2014,0
409101,05-09-2015,1
592207,29-06-2016,5
567788,29-05-2016,0
546581,23-04-2016,1
1015666,27-12-2017,2
946496,01-10-2017,59
1282704,22-12-2018,0
1233563,14-10-2018,3
1231385,12-10-2018,0
1179810,04-08-2018,0
1348793,17-03-2019,0
1780228,29-08-2020,2
2153285,28-10-2021,0
2102991,29-08-2021,1
2089972,13-08-2021,1
1910619,24-01-2021,0
2417863,18-09-2022,0
2246387,03-03-2022,1
2242153,26-02-2022,1
175788,16-08-2014,0
2026713,06-06-2021,1
175779,16-08-2014,1
1800188,19-09-2020,0
174544,13-08-2014,0
311922,23-03-2015,1
281663,20-01-2015,1
604175,16-07-2016,0
1813306,03-10-2020,0
173369,12-08-2014,1
155755,06-07-2014,0
353536,06-06-2015,1
334681,04-05-2015,1
980004,03-11-2017,0
901083,29-07-2017,1
1154558,02-07-2018,2
1141745,14-06-2018,1
1132050,02-06-2018,0
1582197,29-12-2019,1
1418548,09-06-2019,0
1800026,19-09-2020,1
1779981,30-08-2020,1
1711747,21-06-2020,0
2198071,26-12-2021,0
2055252,05-07-2021,1
2043465,23-06-2021,0
2454281,05-11-2022,0
2301751,14-05-2022,10
2269429,03-04-2022,0
2525634,14-02-2023,0
173628,12-08-2014,2
172205,10-08-2014,0
173786,08-08-2014,0
159291,13-07-2014,0
149954,21-06-2014,0
136163,17-05-2014,0
156828,14-04-2014,0
436240,25-10-2015,0
376823,17-07-2015,1
368867,04-07-2015,1
657634,17-09-2016,2
601512,11-07-2016,0
574850,08-06-2016,0
499422,03-02-2016,0
481849,08-01-2016,0
906126,03-08-2017,1
876010,25-06-2017,0
870222,18-06-2017,0
853119,27-05-2017,1
765153,31-01-2017,0
1215739,21-09-2018,0
1165183,16-07-2018,1
1154998,03-07-2018,0
1103465,30-04-2018,0
1035803,25-01-2018,0
1029095,17-01-2018,1
1507939,19-09-2019,1
1459941,28-07-2019,0
1453884,21-07-2019,0
1441967,08-07-2019,2
1406330,27-05-2019,0
1405445,26-05-2019,1
1319333,04-02-2019,0
1815308,05-10-2020,1
1758966,09-08-2020,1
1755297,04-08-2020,0
1739658,19-07-2020,1
1704727,13-06-2020,2
1702172,11-06-2020,0
1692912,30-05-2020,0
1635118,06-03-2020,0
2136270,08-10-2021,1
2130370,01-10-2021,1
2121381,21-09-2021,0
2107930,04-09-2021,3
2085438,08-08-2021,0
2077018,28-07-2021,0
2064992,16-07-2021,1
2041555,21-06-2021,0
2005238,15-05-2021,1
2003167,13-05-2021,1
1978561,15-04-2021,0
1969899,06-04-2021,0
1965890,31-03-2021,2
1944507,04-03-2021,0
1911026,25-01-2021,1
1896774,07-01-2021,0
2488952,27-12-2022,0
2431594,06-10-2022,1
2396536,24-08-2022,2
2375886,01-08-2022,1
2361532,16-07-2022,1
2334920,19-06-2022,1
2284819,22-04-2022,1
2274855,09-04-2022,0
2220985,27-01-2022,1
2578168,21-04-2023,0
2569434,11-04-2023,1
2562882,02-04-2023,0
2494254,03-01-2023,1
172288,10-08-2014,0
172180,10-08-2014,0
1374920,13-04-2019,0
2562631,02-04-2023,0
171802,09-08-2014,1
452120,23-11-2015,0
412529,12-09-2015,0
412539,12-09-2015,1
668407,03-10-2016,0
629415,14-08-2016,0
575061,05-06-2016,0
553570,04-05-2016,1
991017,18-11-2017,0
979651,03-11-2017,0
1245703,01-11-2018,0
1206050,07-09-2018,1
1106557,02-05-2018,0
1802862,23-09-2020,0
1778435,28-08-2020,0
1712876,22-06-2020,0
1712898,22-06-2020,0
1711410,21-06-2020,0
1704879,14-06-2020,1
2142092,14-10-2021,1
2132656,04-10-2021,0
2128023,28-09-2021,1
2100578,26-08-2021,0
2039441,18-06-2021,0
2011569,22-05-2021,2
2416762,17-09-2022,0
2411901,09-09-2022,1
2410704,08-09-2022,0
2405020,02-09-2022,0
2358856,13-07-2022,0
2350033,04-07-2022,0
2340347,25-06-2022,0
2247617,06-03-2022,1
2555309,26-03-2023,0
2499119,09-01-2023,0
2498013,08-01-2023,0
171823,08-08-2014,1
311348,22-03-2015,1
719128,05-12-2016,4
625735,08-08-2016,2
537085,09-04-2016,0
1503207,12-09-2019,1
1503192,12-09-2019,4
1441317,07-07-2019,0
1680027,14-05-2020,0
1639542,14-03-2020,1
1635570,07-03-2020,0
2373646,29-07-2022,1
171778,08-08-2014,0
151659,26-06-2014,0
341465,16-05-2015,0
332732,01-05-2015,2
628570,13-08-2016,2
537825,10-04-2016,1
893726,18-07-2017,0
1210742,15-09-2018,0
1179589,04-08-2018,0
1515242,29-09-2019,0
1433857,26-06-2019,0
1810358,30-09-2020,0
1749535,28-07-2020,0
1725379,05-07-2020,0
1711605,21-06-2020,0
1666945,27-04-2020,5
1629488,26-02-2020,6
2135508,07-10-2021,3
2135498,07-10-2021,0
2115522,13-09-2021,0
2103311,29-08-2021,0
1998602,08-05-2021,0
1970937,07-04-2021,2
2443276,23-10-2022,0
2442695,22-10-2022,0
2416625,16-09-2022,0
2414276,14-09-2022,0
2397033,24-08-2022,3
2380017,05-08-2022,0
2301494,13-05-2022,0
2258324,20-03-2022,0
2224788,01-02-2022,0
2218159,23-01-2022,6
2555326,27-03-2023,0
2550749,20-03-2023,1
170704,06-08-2014,3
444406,06-11-2015,0
604233,16-07-2016,1
939834,23-09-2017,1
1215987,23-09-2018,1
1209006,12-09-2018,6
1682322,18-05-2020,0
1656873,11-04-2020,0
2222766,29-01-2022,0
168844,03-08-2014,5
168551,03-08-2014,0
663789,26-09-2016,0
655512,14-09-2016,1
2490925,30-12-2022,2
169024,03-08-2014,0
1233663,15-10-2018,5
167872,02-08-2014,3
142123,21-05-2014,1
107519,16-02-2014,1
375773,16-07-2015,0
273397,04-01-2015,3
627519,12-08-2016,1
604459,16-07-2016,0
597756,07-07-2016,5
985582,11-11-2017,1
833152,01-05-2017,2
739451,01-01-2017,1
1172403,26-07-2018,0
1132408,03-06-2018,0
1436254,30-06-2019,2
1386481,03-05-2019,1
1779023,28-08-2020,1
1746674,25-07-2020,0
1695998,02-06-2020,1
2137291,09-10-2021,0
2119745,19-09-2021,2
2053346,04-07-2021,3
2053365,04-07-2021,0
2040374,20-06-2021,0
2032282,11-06-2021,0
1957226,20-03-2021,1
2490150,28-12-2022,0
2483108,16-12-2022,0
2464272,20-11-2022,0
2269100,03-04-2022,1
2258182,19-03-2022,1
2549324,18-03-2023,0
2544817,12-03-2023,4
2514220,30-01-2023,1
2496714,06-01-2023,3
168169,02-08-2014,0
176329,30-07-2014,3
276845,11-01-2015,2
166970,26-07-2014,1
1197278,27-08-2018,1
1100691,25-04-2018,0
1338790,02-03-2019,1
1772623,23-08-2020,0
2143479,17-10-2021,1
2143499,17-10-2021,1
2541937,07-03-2023,2
164513,26-07-2014,5
163930,26-07-2014,0
162687,23-07-2014,0
161302,21-07-2014,0
2255832,16-03-2022,1
2256080,16-03-2022,1
160998,20-07-2014,1
2169719,17-11-2021,1
2111858,09-09-2021,0
2450557,31-10-2022,2
158589,13-07-2014,0
1800514,20-09-2020,1
158306,13-07-2014,0
157857,12-07-2014,3
744799,06-01-2017,2
156670,09-07-2014,6
156468,08-07-2014,0
2080536,01-08-2021,0
2003334,13-05-2021,0
162305,07-07-2014,0
155943,07-07-2014,1
153532,31-05-2014,1
456893,02-12-2015,16
300860,04-03-2015,3
605005,16-07-2016,0
1202332,02-09-2018,0
1146968,21-06-2018,1
1877043,12-12-2020,1
1808628,27-09-2020,1
2286089,23-04-2022,1
154803,05-07-2014,0
132405,03-05-2014,0
390526,08-08-2015,8
355883,11-06-2015,1
333584,03-05-2015,0
297681,25-02-2015,3
738749,31-12-2016,1
699863,11-11-2016,0
698383,10-11-2016,1
663106,26-09-2016,1
605475,17-07-2016,1
595069,04-07-2016,3
589165,26-06-2016,1
567614,29-05-2016,2
509707,21-02-2016,0
504879,14-02-2016,1
960036,15-10-2017,2
955268,09-10-2017,0
865371,11-06-2017,0
813821,07-04-2017,5
803822,26-03-2017,2
752756,16-01-2017,0
1263086,25-11-2018,1
1226853,06-10-2018,1
1162437,11-07-2018,0
1083552,02-04-2018,1
1581103,27-12-2019,2
1541774,04-11-2019,1
1486232,23-08-2019,3
1481989,17-08-2019,0
1445066,11-07-2019,0
1332429,21-02-2019,2
1314289,28-01-2019,2
1305294,19-01-2019,3
1855276,18-11-2020,3
1830092,20-10-2020,3
1786488,05-09-2020,0
1760261,09-08-2020,0
1726446,05-07-2020,0
1703055,11-06-2020,2
1693064,30-05-2020,1
1686222,23-05-2020,0
1683810,20-05-2020,2
1673989,06-05-2020,3
1664933,24-04-2020,3
1627713,23-02-2020,0
1616964,08-02-2020,1
2155282,31-10-2021,1
2143765,17-10-2021,0
2108414,05-09-2021,4
2085489,08-08-2021,1
2071343,22-07-2021,1
2067290,18-07-2021,3
2049845,30-06-2021,3
2046781,26-06-2021,1
2028928,08-06-2021,0
1981805,19-04-2021,2
1957188,20-03-2021,0
1949977,10-03-2021,3
1941210,28-02-2021,0
1940069,26-02-2021,1
1924892,09-02-2021,0
1897878,09-01-2021,1
1893327,03-01-2021,1
2467661,24-11-2022,2
2451028,02-11-2022,0
2399755,28-08-2022,4
2361614,16-07-2022,4
2339761,25-06-2022,2
2316364,29-05-2022,0
2302740,15-05-2022,2
2258224,20-03-2022,1
2235778,17-02-2022,0
2206813,08-01-2022,1
2567299,08-04-2023,0
2504645,17-01-2023,0
2502680,15-01-2023,1
154834,05-07-2014,0
154844,04-07-2014,0
92194,01-01-2014,2
630007,14-08-2016,0
589470,25-06-2016,0
901549,30-07-2017,1
778182,19-02-2017,1
1776189,25-08-2020,0
1643157,20-03-2020,0
2158417,03-11-2021,3
2084884,07-08-2021,0
2050836,02-07-2021,0
2013096,23-05-2021,0
1964271,26-03-2021,0
2406108,04-09-2022,2
2391353,18-08-2022,3
2379316,05-08-2022,0
2257316,19-03-2022,3
154721,05-07-2014,0
108691,20-02-2014,4
444458,09-11-2015,2
416812,19-09-2015,1
367780,02-07-2015,1
318297,05-04-2015,0
312119,24-03-2015,4
657151,17-09-2016,2
567494,29-05-2016,0
561912,18-05-2016,0
820565,15-04-2017,0
1037515,28-01-2018,2
1509510,21-09-2019,0
1390764,08-05-2019,0
1386929,04-05-2019,0
1365077,07-04-2019,2
1312463,26-01-2019,0
1891461,31-12-2020,1
1813872,04-10-2020,3
1787222,07-09-2020,1
1668470,29-04-2020,0
1615155,05-02-2020,4
2091531,14-08-2021,1
2090777,14-08-2021,1
2079271,31-07-2021,0
2060865,13-07-2021,0
2025260,05-06-2021,2
1978635,15-04-2021,9
1953309,15-03-2021,1
1952161,13-03-2021,4
1928594,13-02-2021,0
1910136,24-01-2021,5
2374401,31-07-2022,0
2358861,13-07-2022,1
2328215,12-06-2022,0
2299126,11-05-2022,0
2274783,10-04-2022,1
2528691,19-02-2023,0
158055,05-07-2014,0
156834,02-07-2014,0
348673,28-05-2015,1
965251,21-10-2017,0
831201,28-04-2017,0
1778542,28-08-2020,1
1637520,10-03-2020,2
153275,30-06-2014,1
361708,21-06-2015,1
1780301,30-08-2020,0
1765658,16-08-2020,1
2079533,31-07-2021,0
2411871,10-09-2022,0
2398877,27-08-2022,0
2296191,07-05-2022,2
152960,28-06-2014,0
153578,28-06-2014,0
152722,27-06-2014,1
378102,18-07-2015,0
349289,30-05-2015,0
700232,13-11-2016,3
832679,30-04-2017,2
1110399,07-05-2018,0
1550546,16-11-2019,6
1318187,01-02-2019,0
2103035,28-08-2021,0
1984807,22-04-2021,1
1939958,26-02-2021,1
2512985,27-01-2023,1
151475,25-06-2014,0
1522979,09-10-2019,0
154136,22-06-2014,1
157013,20-06-2014,0
146565,15-06-2014,0
146586,15-06-2014,0
156245,09-06-2014,0
325618,18-04-2015,1
853796,28-05-2017,1
1202274,02-09-2018,2
1182893,08-08-2018,0
1434882,28-06-2019,0
1344488,11-03-2019,0
1800192,19-09-2020,0
1728683,07-07-2020,4
1722839,02-07-2020,1
1692513,30-05-2020,0
2113769,11-09-2021,0
2038152,17-06-2021,0
2013059,23-05-2021,0
1999434,06-05-2021,0
2458467,12-11-2022,0
2340685,26-06-2022,0
2300830,11-05-2022,1
2572582,15-04-2023,0
2525591,13-02-2023,0
144524,08-06-2014,5
432466,17-10-2015,1
418964,23-09-2015,0
611479,25-07-2016,2
522122,13-03-2016,0
144565,08-06-2014,1
143979,07-06-2014,1
143723,07-06-2014,1
1492377,31-08-2019,0
139281,25-05-2014,1
688979,30-10-2016,0
975817,28-10-2017,0
1540863,03-11-2019,0
1493374,01-09-2019,0
1863099,27-11-2020,0
1844573,05-11-2020,3
1759779,09-08-2020,0
1701382,10-06-2020,1
2066335,18-07-2021,1
2053262,05-07-2021,1
2022821,02-06-2021,0
2447980,28-10-2022,2
2570622,12-04-2023,1
138645,24-05-2014,3
693401,05-11-2016,0
869968,18-06-2017,0
1821574,12-10-2020,2
1687037,24-05-2020,0
2286363,24-04-2022,1
138282,23-05-2014,4
138370,23-05-2014,2
135904,18-05-2014,0
1148596,24-06-2018,0
1806806,27-09-2020,1
136567,17-05-2014,1
308201,14-03-2015,0
134044,10-05-2014,1
586122,22-06-2016,1
2006204,16-05-2021,1
134052,10-05-2014,2
429410,12-10-2015,0
620247,03-08-2016,1
2327247,10-06-2022,1
132897,04-05-2014,0
131998,03-05-2014,4
843078,14-05-2017,1
1291779,02-01-2019,1
130232,29-04-2014,1
1581476,27-12-2019,0
129730,27-04-2014,0
1666461,26-04-2020,0
127045,20-04-2014,0
124146,11-04-2014,0
123891,09-04-2014,3
123666,06-04-2014,0
1661218,17-04-2020,1
125863,06-04-2014,0
357590,13-06-2015,0
310356,20-03-2015,0
809499,01-04-2017,2
1166302,18-07-2018,0
1051291,16-02-2018,1
1534704,24-10-2019,2
1405221,25-05-2019,0
1840364,01-11-2020,1
1765920,16-08-2020,0
2154441,30-10-2021,0
2483594,18-12-2022,0
2413596,12-09-2022,0
2584779,30-04-2023,1
122612,05-04-2014,1
436234,25-10-2015,1
324424,16-04-2015,5
595482,04-07-2016,2
572766,05-06-2016,2
959126,15-10-2017,1
954428,07-10-2017,0
1174960,29-07-2018,1
1369148,11-04-2019,3
1354049,24-03-2019,0
1350494,19-03-2019,2
1299680,13-01-2019,1
1857947,21-11-2020,1
1717173,26-06-2020,0
1999193,09-05-2021,1
1954950,16-03-2021,4
1904063,17-01-2021,0
1904036,17-01-2021,1
2491656,31-12-2022,0
2478061,09-12-2022,1
2443231,22-10-2022,1
2400492,28-08-2022,3
2386954,14-08-2022,1
2320618,04-06-2022,1
2315605,29-05-2022,1
2289382,27-04-2022,0
2231371,11-02-2022,2
2573179,15-04-2023,0
2503197,15-01-2023,0
122672,05-04-2014,0
121031,02-04-2014,4
120621,30-03-2014,0
120303,30-03-2014,0
428247,10-10-2015,0
412557,11-09-2015,0
408449,05-09-2015,1
325207,18-04-2015,0
728286,17-12-2016,0
589159,26-06-2016,0
576774,11-06-2016,1
1143135,17-06-2018,0
1492778,31-08-2019,1
1420933,12-06-2019,1
1383752,30-04-2019,2
1712342,22-06-2020,4
1687108,23-05-2020,0
2186696,10-12-2021,0
2341725,27-06-2022,0
117818,23-03-2014,1
172722,23-03-2014,1
392131,10-08-2015,0
293883,15-02-2015,0
543244,18-04-2016,1
956990,10-10-2017,2
1555135,21-11-2019,0
1537672,29-10-2019,3
1398593,18-05-2019,1
117642,21-03-2014,0
452362,22-11-2015,1
610756,23-07-2016,0
1359599,31-03-2019,0
2012765,22-05-2021,1
2361097,16-07-2022,0
2309711,23-05-2022,0
2292613,01-05-2022,1
2242345,26-02-2022,1
117591,16-03-2014,3
1515327,29-09-2019,4
1969633,04-04-2021,0
2434062,09-10-2022,0
2294477,03-05-2022,0
125855,16-03-2014,0
113156,09-03-2014,3
113247,09-03-2014,0
617607,31-07-2016,1
555126,08-05-2016,1
980269,04-11-2017,0
975600,29-10-2017,1
1417716,07-06-2019,0
1711626,21-06-2020,0
2107621,03-09-2021,1
2032220,12-06-2021,1
1951383,12-03-2021,0
2258156,20-03-2022,0
2513496,28-01-2023,2
113255,08-03-2014,1
988824,14-11-2017,2
1554446,20-11-2019,0
1428229,21-06-2019,0
2041297,20-06-2021,3
112415,05-03-2014,3
543102,17-04-2016,1
109957,25-02-2014,4
109142,22-02-2014,0
712776,28-11-2016,0
1507092,18-09-2019,2
108649,20-02-2014,4
107417,16-02-2014,1
723643,11-12-2016,1
108659,16-02-2014,1
437836,27-10-2015,0
395844,16-08-2015,0
587755,25-06-2016,2
864370,09-06-2017,2
843590,14-05-2017,0
1232554,14-10-2018,0
1847840,09-11-2020,0
1834216,25-10-2020,2
1676579,10-05-2020,0
2156001,31-10-2021,1
2052353,04-07-2021,0
1973844,09-04-2021,1
2459005,12-11-2022,0
2432893,07-10-2022,4
2368308,24-07-2022,1
2256453,18-03-2022,1
107673,16-02-2014,0
368732,05-07-2015,0
654087,13-09-2016,3
652642,11-09-2016,3
569189,31-05-2016,0
815246,09-04-2017,1
1261351,22-11-2018,3
1665735,24-04-2020,0
2011610,22-05-2021,1
2570985,12-04-2023,1
106394,12-02-2014,0
409732,07-09-2015,2
986236,12-11-2017,0
939482,20-09-2017,0
783623,26-02-2017,1
1149463,24-06-2018,1
1510411,23-09-2019,2
2349853,05-07-2022,3
2328265,12-06-2022,2
106481,12-02-2014,1
693374,05-11-2016,0
682298,22-10-2016,0
632753,17-08-2016,0
603733,14-07-2016,0
580791,14-06-2016,1
550619,29-04-2016,0
521074,12-03-2016,0
907857,06-08-2017,0
880813,01-07-2017,0
1263332,25-11-2018,0
1226384,06-10-2018,0
1173069,26-07-2018,2
1151355,27-06-2018,1
1579889,25-12-2019,0
1504012,14-09-2019,1
1435804,30-06-2019,0
1338860,03-03-2019,0
1337498,28-02-2019,1
1783928,02-09-2020,0
1757380,06-08-2020,1
1722142,01-07-2020,0
2160838,05-11-2021,1
2125953,26-09-2021,0
2119736,19-09-2021,1
2039964,19-06-2021,1
2027375,06-06-2021,0
2007722,18-05-2021,2
1998693,08-05-2021,0
1928149,13-02-2021,0
2428678,01-10-2022,2
2426042,28-09-2022,1
2415479,13-09-2022,0
2333154,16-06-2022,1
2510063,23-01-2023,1
103698,03-02-2014,3
140117,30-01-2014,4
101301,27-01-2014,0
377181,19-07-2015,0
725338,11-12-2016,0
1494669,01-09-2019,0
2285612,23-04-2022,0
113665,27-01-2014,1
451338,22-11-2015,0
696917,09-11-2016,0
493536,26-01-2016,2
1812838,02-10-2020,0
1603241,22-01-2020,1
2073597,25-07-2021,2
1975004,11-04-2021,0
2428715,02-10-2022,0
100568,25-01-2014,0
1547021,11-11-2019,0
104902,20-01-2014,0
1896252,06-01-2021,3
2348191,03-07-2022,0
97407,16-01-2014,2
97365,16-01-2014,5
95579,12-01-2014,0
1206409,09-09-2018,1
2274803,10-04-2022,2
95500,12-01-2014,0
1556002,23-11-2019,1
95550,12-01-2014,0
1145881,19-06-2018,0
1018295,01-01-2018,1
2497948,07-01-2023,2
94514,05-01-2014,1
382413,24-07-2015,2
1943986,03-03-2021,2
473882,27-12-2015,0
1191368,20-08-2018,1
1854207,17-11-2020,0
1715616,24-06-2020,0
2291185,29-04-2022,2
2564328,03-04-2023,0
471860,25-12-2015,0
677293,15-10-2016,0
1083011,01-04-2018,1
1492087,30-08-2019,0
1348291,15-03-2019,2
2200720,27-12-2021,1
2157991,02-11-2021,0
2142296,15-10-2021,0
2492253,31-12-2022,1
2468642,26-11-2022,0
469468,21-12-2015,0
468968,20-12-2015,1
646995,03-09-2016,1
1967914,03-04-2021,3
2228660,06-02-2022,0
469614,20-12-2015,0
464945,13-12-2015,0
465117,12-12-2015,1
2193049,19-12-2021,1
464002,12-12-2015,0
457037,02-12-2015,1
386066,02-08-2015,0
273965,02-01-2015,1
883052,05-07-2017,0
1177024,30-07-2018,0
1420432,11-06-2019,2
2031976,11-06-2021,2
2213456,16-01-2022,1
463642,11-12-2015,1
451057,21-11-2015,1
426256,06-10-2015,0
424224,02-10-2015,1
386140,02-08-2015,0
375322,15-07-2015,1
370474,07-07-2015,3
344302,20-05-2015,1
341232,16-05-2015,0
316795,02-04-2015,0
299190,28-02-2015,1
723292,11-12-2016,0
715101,30-11-2016,2
662342,24-09-2016,0
615328,28-07-2016,0
600798,11-07-2016,0
568528,30-05-2016,0
545501,21-04-2016,0
942830,26-09-2017,2
941144,24-09-2017,0
917713,21-08-2017,1
904329,02-08-2017,0
866412,13-06-2017,0
866448,13-06-2017,2
