Incident ID,Incident Date,# Killed
421358,27-09-2015,0
419718,24-09-2015,0
416872,20-09-2015,1
409856,08-09-2015,0
402113,26-08-2015,2
395757,16-08-2015,0
385824,02-08-2015,1
401742,02-08-2015,0
376211,17-07-2015,0
353037,06-06-2015,0
348620,28-05-2015,0
303659,09-03-2015,1
734157,25-12-2016,3
732574,23-12-2016,0
727555,16-12-2016,0
727544,16-12-2016,2
710732,26-11-2016,1
704568,18-11-2016,0
697377,09-11-2016,1
693290,05-11-2016,0
692020,03-11-2016,2
676376,14-10-2016,1
675993,13-10-2016,0
648884,05-09-2016,2
646855,03-09-2016,0
623439,07-08-2016,0
615024,28-07-2016,2
609402,21-07-2016,0
592724,30-06-2016,1
591294,28-06-2016,0
587983,25-06-2016,0
586058,22-06-2016,0
583362,18-06-2016,0
580279,13-06-2016,0
569225,31-05-2016,0
557479,11-05-2016,0
544080,19-04-2016,1
543132,19-04-2016,1
535927,07-04-2016,0
528614,25-03-2016,0
526380,21-03-2016,0
481900,08-01-2016,1
1017422,31-12-2017,0
1002514,06-12-2017,0
953156,06-10-2017,0
933957,15-09-2017,4
928380,06-09-2017,0
925436,02-09-2017,1
918204,22-08-2017,0
916848,20-08-2017,2
909423,08-08-2017,1
903853,01-08-2017,0
900387,27-07-2017,1
896444,23-07-2017,1
891092,15-07-2017,0
877295,27-06-2017,0
869877,18-06-2017,0
869838,17-06-2017,0
864743,11-06-2017,0
838272,07-05-2017,2
814094,07-04-2017,1
809978,02-04-2017,2
807618,30-03-2017,4
791298,10-03-2017,2
789798,07-03-2017,0
775531,15-02-2017,3
772753,11-02-2017,1
760259,25-01-2017,0
748348,11-01-2017,1
1240751,24-10-2018,0
1238603,22-10-2018,0
1221758,01-10-2018,2
1213836,19-09-2018,0
1208397,11-09-2018,0
1191279,19-08-2018,0
1189717,17-08-2018,0
1179935,05-08-2018,1
1179619,05-08-2018,1
1179607,05-08-2018,0
1179677,05-08-2018,0
1179644,05-08-2018,0
1179805,04-08-2018,1
1175571,30-07-2018,0
1173637,27-07-2018,0
1170482,23-07-2018,0
1169103,21-07-2018,2
1153997,01-07-2018,0
1149910,25-06-2018,0
1147720,23-06-2018,1
1146547,21-06-2018,0
1143558,18-06-2018,2
1143524,17-06-2018,0
1137473,10-06-2018,1
1131909,03-06-2018,1
1106451,02-05-2018,1
1031851,21-01-2018,0
1577518,22-12-2019,0
1525476,12-10-2019,5
1511999,24-09-2019,1
1507156,18-09-2019,3
1501350,10-09-2019,0
1495141,02-09-2019,0
1493038,31-08-2019,2
1487573,25-08-2019,1
1475924,11-08-2019,0
1475208,09-08-2019,0
1468190,04-08-2019,1
1468091,04-08-2019,0
1460726,28-07-2019,0
1453327,21-07-2019,0
1452617,20-07-2019,0
1450767,18-07-2019,1
1447456,14-07-2019,0
1446611,13-07-2019,1
1441396,07-07-2019,0
1441296,07-07-2019,0
1439593,05-07-2019,0
1438971,04-07-2019,1
1434931,29-06-2019,0
1427483,21-06-2019,0
1417570,08-06-2019,0
1416374,06-06-2019,1
1411598,01-06-2019,0
1412243,01-06-2019,0
1364540,06-04-2019,0
1359455,31-03-2019,1
1338765,03-03-2019,0
1318391,03-02-2019,2
1305516,19-01-2019,0
1881213,19-12-2020,0
1869748,04-12-2020,0
1858455,22-11-2020,1
1857439,21-11-2020,0
1853615,16-11-2020,0
1854076,16-11-2020,0
1839065,30-10-2020,1
1828080,18-10-2020,1
1820156,10-10-2020,1
1805722,26-09-2020,0
1799748,19-09-2020,0
1799703,19-09-2020,0
1796638,15-09-2020,0
1794086,13-09-2020,1
1792650,12-09-2020,2
1786920,06-09-2020,0
1779718,30-08-2020,1
1773006,23-08-2020,0
1769489,19-08-2020,0
1756248,05-08-2020,0
1752100,01-08-2020,1
1747700,27-07-2020,1
1744332,23-07-2020,2
1741838,21-07-2020,0
1740615,20-07-2020,0
1740013,19-07-2020,2
1738635,18-07-2020,1
1733188,12-07-2020,1
1732229,12-07-2020,1
1727567,06-07-2020,0
1725883,05-07-2020,0
1725145,05-07-2020,1
1725098,04-07-2020,1
1725081,04-07-2020,4
1720761,30-06-2020,0
1718966,27-06-2020,2
1714504,23-06-2020,0
1712408,22-06-2020,0
1712386,22-06-2020,0
1711487,21-06-2020,1
1708432,17-06-2020,0
1706710,15-06-2020,0
1698987,07-06-2020,1
1699667,07-06-2020,0
1695645,02-06-2020,0
1688917,26-05-2020,2
1686685,23-05-2020,1
1671078,03-05-2020,0
1654341,07-04-2020,1
1635411,07-03-2020,0
1629042,25-02-2020,1
1621821,14-02-2020,0
1598447,16-01-2020,0
2168989,17-11-2021,0
2148282,22-10-2021,0
2137179,10-10-2021,1
2134657,07-10-2021,0
2128682,29-09-2021,0
2127374,28-09-2021,1
2126450,27-09-2021,1
2125790,26-09-2021,0
2119609,19-09-2021,0
2113623,11-09-2021,1
2113841,11-09-2021,2
2107476,04-09-2021,0
2102694,28-08-2021,0
2098246,23-08-2021,0
2097075,22-08-2021,1
2096687,21-08-2021,0
2097063,21-08-2021,1
2095116,19-08-2021,0
2091489,15-08-2021,0
2085388,08-08-2021,1
2085401,08-08-2021,1
2085071,07-08-2021,0
2078897,31-07-2021,1
2073472,25-07-2021,0
2070329,21-07-2021,0
2070645,21-07-2021,0
2070310,21-07-2021,2
2068061,19-07-2021,0
2066189,17-07-2021,0
2065118,16-07-2021,1
2062097,14-07-2021,0
2062359,14-07-2021,0
2053048,05-07-2021,2
2052346,03-07-2021,0
2050593,01-07-2021,0
2049419,30-06-2021,0
2046714,27-06-2021,1
2046897,27-06-2021,1
2045579,26-06-2021,1
2045564,25-06-2021,0
2043898,23-06-2021,0
2043715,23-06-2021,0
2036121,15-06-2021,0
2035452,15-06-2021,5
2032203,12-06-2021,1
2030708,10-06-2021,1
2026112,06-06-2021,0
2020535,30-05-2021,0
2015849,26-05-2021,1
2012971,23-05-2021,0
2004666,15-05-2021,2
1996236,05-05-2021,0
1993280,02-05-2021,0
1978652,15-04-2021,0
1970378,05-04-2021,0
1964085,28-03-2021,0
1963052,27-03-2021,0
1961753,26-03-2021,1
1952662,14-03-2021,0
1952281,14-03-2021,2
2482288,16-12-2022,2
2478664,11-12-2022,3
2468325,26-11-2022,2
2453865,06-11-2022,1
2453892,06-11-2022,0
2452501,03-11-2022,0
2449653,31-10-2022,1
2443849,24-10-2022,1
2443194,23-10-2022,3
2421430,22-09-2022,0
2414080,13-09-2022,2
2406651,04-09-2022,2
2396803,24-08-2022,0
2392698,20-08-2022,0
2392494,19-08-2022,1
2391779,19-08-2022,0
2390519,17-08-2022,0
2386871,14-08-2022,1
2368018,23-07-2022,0
2367176,23-07-2022,0
2359843,14-07-2022,0
2355438,10-07-2022,0
2353847,07-07-2022,0
2352444,06-07-2022,0
2348204,04-07-2022,0
2346422,01-07-2022,0
2345410,01-07-2022,2
2338902,23-06-2022,1
2333667,17-06-2022,0
2327645,11-06-2022,1
2324475,07-06-2022,0
2324496,07-06-2022,0
2315892,29-05-2022,1
2315074,29-05-2022,0
2307044,19-05-2022,2
2299660,11-05-2022,0
2298836,10-05-2022,1
2299407,10-05-2022,0
2288928,27-04-2022,0
2285772,23-04-2022,2
2259413,21-03-2022,2
2256398,17-03-2022,0
2252873,13-03-2022,0
2209840,12-01-2022,0
2549452,18-03-2023,0
2529381,19-02-2023,3
2509362,23-01-2023,2
2492601,01-01-2023,1
266570,21-12-2014,2
268910,21-12-2014,1
1577046,20-12-2019,1
266424,21-12-2014,1
433146,19-10-2015,0
266407,20-12-2014,4
124131,09-04-2014,0
382459,27-07-2015,0
278927,13-01-2015,2
676686,15-10-2016,1
1062466,04-03-2018,1
1440765,04-07-2019,0
1886974,26-12-2020,3
1772764,22-08-2020,1
1767747,18-08-2020,0
1679086,13-05-2020,1
1639413,13-03-2020,0
2133962,05-10-2021,1
2367157,23-07-2022,2
2503058,15-01-2023,3
264901,16-12-2014,0
1167806,20-07-2018,0
263556,15-12-2014,7
263376,14-12-2014,1
221577,15-11-2014,1
197384,28-09-2014,0
156125,06-07-2014,2
150299,24-06-2014,2
104721,07-02-2014,0
468787,19-12-2015,1
342589,18-05-2015,1
274867,06-01-2015,1
659289,17-09-2016,0
652175,10-09-2016,1
640203,27-08-2016,2
617789,31-07-2016,3
554027,05-05-2016,1
547827,25-04-2016,0
1015336,26-12-2017,0
952220,03-10-2017,0
852676,26-05-2017,0
829073,26-04-2017,0
752222,16-01-2017,0
739766,01-01-2017,0
1277327,15-12-2018,0
1267682,01-12-2018,0
1262013,23-11-2018,2
1087021,08-04-2018,2
1062123,03-03-2018,0
1370795,14-04-2019,2
1306920,20-01-2019,0
1886849,26-12-2020,1
1854149,16-11-2020,0
1832014,22-10-2020,1
1785358,03-09-2020,1
1746160,25-07-2020,1
2119701,19-09-2021,0
2018931,28-05-2021,1
1990600,28-04-2021,0
1899819,11-01-2021,0
1893754,03-01-2021,0
1893744,03-01-2021,0
2434128,09-10-2022,1
2377529,03-08-2022,0
2373111,29-07-2022,0
2334512,19-06-2022,0
2296224,07-05-2022,0
2281483,17-04-2022,1
2274296,09-04-2022,0
2235366,16-02-2022,1
2214013,18-01-2022,1
263382,13-12-2014,0
127381,20-04-2014,2
310573,21-03-2015,0
508341,20-02-2016,1
500556,06-02-2016,2
965066,21-10-2017,0
809048,01-04-2017,1
1523606,10-10-2019,2
1886913,26-12-2020,2
1850981,12-11-2020,2
1849308,10-11-2020,1
1793559,13-09-2020,0
1750611,30-07-2020,0
2190367,12-12-2021,0
1953202,14-03-2021,0
1894979,04-01-2021,0
2433539,09-10-2022,1
2352780,06-07-2022,0
262202,12-12-2014,0
154971,05-07-2014,1
521821,12-03-2016,0
1399820,19-05-2019,0
1777607,27-08-2020,1
2098321,22-08-2021,0
2087433,10-08-2021,2
2065252,17-07-2021,1
2432772,07-10-2022,0
2281541,17-04-2022,1
2238403,20-02-2022,1
2237697,19-02-2022,1
2546495,15-03-2023,2
259935,07-12-2014,0
334033,03-05-2015,0
777410,18-02-2017,1
1067061,11-03-2018,0
1429047,23-06-2019,1
2374750,31-07-2022,0
2201848,01-01-2022,0
226983,02-12-2014,0
783963,27-02-2017,0
226534,30-11-2014,0
375022,16-07-2015,6
275064,07-01-2015,1
594480,03-07-2016,0
864852,11-06-2017,0
1164110,15-07-2018,0
2126241,25-09-2021,2
2321532,05-06-2022,2
2314991,28-05-2022,0
226388,30-11-2014,0
207687,18-10-2014,0
115012,14-03-2014,0
403069,28-08-2015,1
387194,03-08-2015,0
385779,02-08-2015,0
358117,15-06-2015,0
330611,27-04-2015,2
723649,11-12-2016,0
671717,08-10-2016,0
613805,23-07-2016,0
595166,04-07-2016,0
579786,13-06-2016,0
572513,05-06-2016,0
962155,17-10-2017,0
916808,20-08-2017,0
1156480,05-07-2018,0
1106432,02-05-2018,1
1061748,03-03-2018,1
1525062,12-10-2019,4
1469344,05-08-2019,0
1459718,27-07-2019,1
1440257,05-07-2019,0
1321021,06-02-2019,1
1876039,12-12-2020,0
1859390,22-11-2020,1
1830875,21-10-2020,1
1817184,07-10-2020,1
1787655,07-09-2020,0
1772513,23-08-2020,1
1766574,17-08-2020,0
1735326,15-07-2020,1
1733702,13-07-2020,0
1732993,12-07-2020,1
1718238,27-06-2020,0
1713790,22-06-2020,0
1700371,08-06-2020,0
1652642,05-04-2020,0
1586839,02-01-2020,0
2196839,24-12-2021,0
2147114,21-10-2021,0
2093581,17-08-2021,0
2092469,16-08-2021,0
2090949,14-08-2021,0
2085396,08-08-2021,3
2021130,31-05-2021,0
1952151,13-03-2021,0
2404930,02-09-2022,0
2399576,27-08-2022,1
2362141,17-07-2022,0
2355398,10-07-2022,0
2340297,25-06-2022,0
2276339,12-04-2022,0
2210480,13-01-2022,1
2543748,11-03-2023,1
2522649,10-02-2023,0
226150,29-11-2014,1
98836,21-01-2014,2
414580,15-09-2015,0
337767,10-05-2015,1
308839,18-03-2015,1
564470,23-05-2016,0
917793,21-08-2017,0
918061,21-08-2017,1
880808,01-07-2017,2
830984,27-04-2017,1
748152,11-01-2017,1
1552068,18-11-2019,1
1425193,18-06-2019,1
1313291,26-01-2019,1
1837429,28-10-2020,1
1762951,12-08-2020,1
1753561,02-08-2020,0
2176667,27-11-2021,1
2040013,19-06-2021,0
1999423,09-05-2021,0
2362282,17-07-2022,0
2344954,30-06-2022,0
2573200,15-04-2023,1
2512343,26-01-2023,1
225903,29-11-2014,3
205298,13-10-2014,0
204477,12-10-2014,1
202981,08-10-2014,0
169326,04-08-2014,0
142818,03-06-2014,1
134823,13-05-2014,0
374602,15-07-2015,0
306897,14-03-2015,0
644723,30-08-2016,0
588867,26-06-2016,1
559042,14-05-2016,0
523044,15-03-2016,0
986816,12-11-2017,2
873847,22-06-2017,1
818932,13-04-2017,1
757001,22-01-2017,3
1234087,16-10-2018,0
1155906,04-07-2018,1
1484335,20-08-2019,0
1448578,15-07-2019,0
1434971,28-06-2019,0
1432989,27-06-2019,0
1411963,01-06-2019,0
1360333,31-03-2019,1
1821496,11-10-2020,0
1814148,04-10-2020,1
1744407,24-07-2020,2
1725690,05-07-2020,2
1725670,04-07-2020,0
1720781,30-06-2020,1
1704580,13-06-2020,2
1648205,29-03-2020,0
1588919,05-01-2020,0
2139198,11-10-2021,0
2109075,06-09-2021,0
2005776,16-05-2021,0
1990821,29-04-2021,1
1982260,19-04-2021,0
1926701,10-02-2021,0
2483489,17-12-2022,2
2468745,26-11-2022,2
2468162,25-11-2022,1
2438505,16-10-2022,0
2381321,07-08-2022,2
2368029,24-07-2022,0
2362912,18-07-2022,0
2291618,30-04-2022,1
2285860,23-04-2022,0
2247025,05-03-2022,0
2222383,29-01-2022,1
2564074,03-04-2023,1
225830,28-11-2014,0
212884,29-10-2014,0
201648,04-10-2014,2
178425,20-08-2014,0
174560,14-08-2014,1
162008,21-07-2014,0
150344,21-06-2014,0
134238,11-05-2014,0
128871,25-04-2014,2
428215,10-10-2015,0
404167,30-08-2015,1
272016,01-01-2015,0
696352,09-11-2016,0
691113,01-11-2016,1
621232,04-08-2016,0
537311,09-04-2016,0
481429,07-01-2016,1
1000479,03-12-2017,1
946138,30-09-2017,1
942522,26-09-2017,0
932526,13-09-2017,1
917838,21-08-2017,0
865186,10-06-2017,0
765559,31-01-2017,0
756504,21-01-2017,2
1242807,27-10-2018,0
1217150,24-09-2018,3
1212567,18-09-2018,0
1206828,10-09-2018,0
1192788,21-08-2018,0
1162687,12-07-2018,0
1159528,08-07-2018,0
1109322,06-05-2018,2
1051407,17-02-2018,0
1546038,10-11-2019,1
1468799,04-08-2019,1
1424957,17-06-2019,0
1376873,20-04-2019,0
1865110,29-11-2020,2
1787977,06-09-2020,0
1700250,08-06-2020,0
1690922,28-05-2020,0
1679356,13-05-2020,0
1674299,06-05-2020,2
1665834,25-04-2020,0
1622233,15-02-2020,0
1600221,19-01-2020,1
2181840,03-12-2021,2
2047170,27-06-2021,3
2028745,08-06-2021,1
1974088,10-04-2021,1
1962890,26-03-2021,3
1919399,03-02-2021,1
2491054,30-12-2022,1
2482711,16-12-2022,0
2459156,12-11-2022,0
2448898,30-10-2022,1
2408990,07-09-2022,3
2393758,21-08-2022,1
2388884,16-08-2022,0
2314951,28-05-2022,0
2559838,29-03-2023,2
2541580,07-03-2023,0
2540078,06-03-2023,3
2534810,27-02-2023,2
2534174,26-02-2023,1
2528713,19-02-2023,1
226018,27-11-2014,2
225036,26-11-2014,0
216533,05-11-2014,0
117914,23-03-2014,0
276459,09-01-2015,4
679290,18-10-2016,0
665995,29-09-2016,1
974411,27-10-2017,0
956942,10-10-2017,0
866933,14-06-2017,4
1186061,11-08-2018,1
1096388,20-04-2018,1
1074886,21-03-2018,1
1476271,10-08-2019,0
1353714,23-03-2019,1
1826675,16-10-2020,1
1713075,22-06-2020,0
1928557,13-02-2021,0
2269745,03-04-2022,2
2497164,06-01-2023,1
224362,23-11-2014,0
224131,23-11-2014,1
443652,07-11-2015,1
409601,07-09-2015,0
571859,04-06-2016,3
546818,24-04-2016,0
529488,25-03-2016,0
1258777,19-11-2018,1
1164167,15-07-2018,0
1520499,06-10-2019,0
1343274,10-03-2019,1
1766380,16-08-2020,2
1759873,09-08-2020,0
1751949,01-08-2020,1
1746430,25-07-2020,2
1697541,05-06-2020,0
2198521,27-12-2021,6
2137464,09-10-2021,1
2097494,22-08-2021,1
2450360,01-11-2022,1
2438121,15-10-2022,1
2399670,28-08-2022,1
2349545,04-07-2022,1
2328342,12-06-2022,2
2201677,01-01-2022,2
2498792,09-01-2023,0
223651,22-11-2014,4
375412,15-07-2015,0
370187,07-07-2015,1
350163,31-05-2015,3
337855,10-05-2015,1
604275,16-07-2016,0
596159,04-07-2016,0
995015,24-11-2017,1
916551,19-08-2017,1
803689,26-03-2017,2
802837,25-03-2017,2
780036,21-02-2017,0
778941,20-02-2017,0
769889,08-02-2017,1
1289686,31-12-2018,3
1201135,01-09-2018,1
1192036,20-08-2018,1
1172224,26-07-2018,1
1551162,17-11-2019,0
1512486,21-09-2019,4
1418533,09-06-2019,1
1397521,16-05-2019,0
1768683,17-08-2020,0
1690524,27-05-2020,1
1686015,22-05-2020,1
1635750,07-03-2020,1
1585746,01-01-2020,0
2136132,06-10-2021,0
2135659,06-10-2021,0
2116205,14-09-2021,0
2081480,31-07-2021,0
2054233,04-07-2021,0
2032486,12-06-2021,3
2027736,07-06-2021,0
2027725,06-06-2021,0
1963556,28-03-2021,0
2441540,20-10-2022,0
2406862,05-09-2022,1
2388144,13-08-2022,1
2373607,29-07-2022,1
2311123,23-05-2022,0
2265029,26-03-2022,0
2501869,13-01-2023,4
223799,22-11-2014,4
223729,22-11-2014,1
2058837,10-07-2021,1
2022391,02-06-2021,0
2291578,01-05-2022,1
223582,21-11-2014,0
168307,02-08-2014,1
111095,01-03-2014,1
463734,11-12-2015,0
450505,20-11-2015,1
395837,15-08-2015,1
384662,30-07-2015,0
318125,05-04-2015,1
658226,18-09-2016,0
595048,04-07-2016,0
1001566,04-12-2017,2
1241819,27-10-2018,11
1185622,12-08-2018,0
2196267,24-12-2021,0
2107875,04-09-2021,0
2077587,29-07-2021,3
2447379,28-10-2022,0
2438482,15-10-2022,3
2381371,07-08-2022,1
2280711,17-04-2022,2
2525382,14-02-2023,0
222393,18-11-2014,0
1355275,25-03-2019,0
1840544,31-10-2020,0
2053508,04-07-2021,2
2281244,16-04-2022,0
221554,16-11-2014,1
603738,14-07-2016,1
1526952,13-10-2019,0
1432930,26-06-2019,1
2090971,14-08-2021,0
224746,16-11-2014,0
902187,30-07-2017,1
1530276,19-10-2019,1
1466705,03-08-2019,23
2183120,05-12-2021,1
2438904,16-10-2022,1
2367664,23-07-2022,0
2526362,15-02-2023,1
221347,15-11-2014,4
1283229,23-12-2018,1
1245274,01-11-2018,3
1640317,15-03-2020,5
2231921,11-02-2022,0
217831,08-11-2014,0
201502,04-10-2014,0
217401,07-11-2014,0
307512,15-03-2015,0
517073,06-03-2016,1
834788,29-04-2017,0
1221794,30-09-2018,1
1999307,08-05-2021,2
1946991,05-03-2021,1
211348,26-10-2014,4
210363,24-10-2014,5
209134,18-10-2014,0
193570,19-09-2014,0
175911,17-08-2014,0
92704,03-01-2014,1
207145,18-10-2014,1
205726,14-10-2014,3
204310,12-10-2014,3
106243,12-02-2014,1
373768,13-07-2015,1
308687,17-03-2015,3
285123,26-01-2015,1
577938,11-06-2016,1
563514,22-05-2016,1
1115051,13-05-2018,3
1406070,26-05-2019,1
1387245,04-05-2019,1
1371065,14-04-2019,0
1956001,17-03-2021,0
2280504,15-04-2022,2
2260129,22-03-2022,1
2518292,05-02-2023,1
204236,11-10-2014,0
2125613,25-09-2021,0
2114583,11-09-2021,1
204254,08-10-2014,4
201630,05-10-2014,3
107433,16-02-2014,1
471867,25-12-2015,0
446996,13-11-2015,4
441681,03-11-2015,2
699605,13-11-2016,3
628178,12-08-2016,1
624273,08-08-2016,0
