Incident ID,Incident Date,# Injured
441681,03-11-2015,3
699605,13-11-2016,2
628178,12-08-2016,3
624273,08-08-2016,7
965077,21-10-2017,4
898448,25-07-2017,3
834832,02-05-2017,3
833128,30-04-2017,5
783090,25-02-2017,4
1237930,21-10-2018,5
1206476,09-09-2018,4
1196028,26-08-2018,9
1134378,05-06-2018,1
1086773,06-04-2018,4
1515128,29-09-2019,4
1497180,04-09-2019,4
1305538,19-01-2019,2
1302060,16-01-2019,5
1810881,30-09-2020,4
1671624,03-05-2020,3
1641923,18-03-2020,4
2425839,27-09-2022,4
2250151,08-03-2022,4
198051,29-09-2014,7
2334620,19-06-2022,2
2269259,01-04-2022,4
198527,29-09-2014,4
449814,18-11-2015,5
346202,23-05-2015,2
722452,09-12-2016,4
668352,01-10-2016,4
608787,20-07-2016,4
579517,13-06-2016,4
987134,12-11-2017,5
904026,01-08-2017,7
802425,24-03-2017,4
756015,20-01-2017,4
1551531,17-11-2019,6
1439765,04-07-2019,3
1718292,26-06-2020,4
2188999,13-12-2021,4
2171568,20-11-2021,2
2405239,02-09-2022,3
2315338,28-05-2022,3
2228510,06-02-2022,2
2207435,09-01-2022,4
197416,28-09-2014,4
167649,01-08-2014,3
165856,28-07-2014,4
472268,26-12-2015,4
448286,15-11-2015,4
417284,20-09-2015,3
361948,22-06-2015,7
361198,20-06-2015,10
693307,04-11-2016,4
657854,18-09-2016,4
657023,16-09-2016,5
627757,11-08-2016,4
541996,17-04-2016,1
1011953,21-12-2017,3
984455,09-11-2017,4
942628,26-09-2017,3
1974755,24-09-2017,4
932619,13-09-2017,4
912805,13-08-2017,5
891291,15-07-2017,3
848292,20-05-2017,10
821055,15-04-2017,4
810756,03-04-2017,1
786876,03-03-2017,4
777876,18-02-2017,4
1276091,13-12-2018,4
1258804,19-11-2018,0
1223755,03-10-2018,4
1220331,28-09-2018,2
1194315,23-08-2018,4
1182717,08-08-2018,4
1165299,16-07-2018,4
1142145,14-06-2018,4
1137402,09-06-2018,4
1096232,21-04-2018,2
1034205,23-01-2018,4
1537992,30-10-2019,0
1525999,13-10-2019,6
1525408,12-10-2019,3
1524264,10-10-2019,5
1492264,31-08-2019,2
1479894,15-08-2019,5
1478869,14-08-2019,6
1460630,28-07-2019,5
1447057,13-07-2019,7
1429022,22-06-2019,4
1423697,16-06-2019,5
1391971,10-05-2019,5
1377519,21-04-2019,4
1824073,14-10-2020,4
1818055,08-10-2020,6
1809910,29-09-2020,5
1807046,26-09-2020,4
1806500,25-09-2020,4
1797620,16-09-2020,3
1793771,12-09-2020,4
1785108,03-09-2020,6
1783582,02-09-2020,2
1825993,31-08-2020,5
1784122,30-08-2020,4
1777400,26-08-2020,4
1769444,19-08-2020,4
1768125,18-08-2020,4
1765499,15-08-2020,5
1758838,08-08-2020,6
1753320,02-08-2020,4
1752019,31-07-2020,3
1719693,28-06-2020,2
1717543,25-06-2020,4
1703509,12-06-2020,6
1701426,09-06-2020,6
1693580,31-05-2020,4
1691440,28-05-2020,3
1689419,27-05-2020,4
1689252,26-05-2020,4
1850080,15-05-2020,4
1670970,02-05-2020,4
1659862,16-04-2020,4
1648832,30-03-2020,5
2200968,30-12-2021,7
2197328,26-12-2021,4
2188843,13-12-2021,4
2183667,06-12-2021,4
2177268,28-11-2021,4
2166673,14-11-2021,6
2162269,08-11-2021,4
2123301,23-09-2021,4
2120940,20-09-2021,5
2095087,19-08-2021,4
2088659,11-08-2021,4
2082957,04-08-2021,4
2065009,16-07-2021,4
2059404,10-07-2021,6
2051190,02-07-2021,4
2004413,14-05-2021,4
2002269,12-05-2021,3
1999417,09-05-2021,3
1993664,02-05-2021,3
1962507,26-03-2021,7
1957252,20-03-2021,5
1950471,11-03-2021,2
1931288,17-02-2021,8
1903058,15-01-2021,4
2466431,23-11-2022,4
2458727,13-11-2022,4
2453744,05-11-2022,9
2448287,30-10-2022,6
2437284,14-10-2022,4
2427999,01-10-2022,4
2425199,27-09-2022,4
2406852,05-09-2022,4
2396124,23-08-2022,2
2391042,17-08-2022,4
2389775,16-08-2022,5
2385789,12-08-2022,3
2361490,16-07-2022,4
2359229,14-07-2022,4
2358938,13-07-2022,4
2344201,29-06-2022,4
2338874,24-06-2022,2
2321266,04-06-2022,11
2315903,30-05-2022,2
2312678,25-05-2022,4
2306277,18-05-2022,5
2298519,10-05-2022,4
2281171,17-04-2022,4
2272394,06-04-2022,4
2236155,17-02-2022,4
2201629,01-01-2022,4
2583589,28-04-2023,1
2566162,06-04-2023,4
2564607,04-04-2023,4
2554779,26-03-2023,2
2532658,23-02-2023,7
2513527,28-01-2023,4
2499381,09-01-2023,1
198064,26-09-2014,4
1223865,03-10-2018,6
1856338,18-11-2020,4
2148921,23-10-2021,6
194945,21-09-2014,4
193960,20-09-2014,2
192851,18-09-2014,0
190874,14-09-2014,1
2172621,14-09-2014,1
588918,26-06-2016,4
1713493,21-06-2020,3
2518860,06-02-2023,4
190599,14-09-2014,6
1816799,07-10-2020,4
1656373,08-04-2020,4
2039457,19-06-2021,4
188332,06-09-2014,4
399883,22-08-2015,4
386937,01-08-2015,4
300660,01-03-2015,4
699316,13-11-2016,4
657136,17-09-2016,6
577157,12-06-2016,53
541987,16-04-2016,4
508510,20-02-2016,4
501233,07-02-2016,10
859875,05-06-2017,0
1220912,29-09-2018,4
1159820,09-07-2018,4
1138324,11-06-2018,0
1032393,21-01-2018,4
1825525,16-10-2020,1
1666327,25-04-2020,4
2187077,10-12-2021,5
2156175,01-11-2021,4
2112450,10-09-2021,4
1951681,13-03-2021,3
2452673,04-11-2022,2
2448015,29-10-2022,6
2377338,02-08-2022,0
2374430,31-07-2022,7
2568150,09-04-2023,2
2531512,22-02-2023,2
186488,06-09-2014,5
1143081,17-06-2018,3
1412430,01-06-2019,4
1862947,27-11-2020,5
1649473,31-03-2020,1
2072761,24-07-2021,3
2475546,06-12-2022,1
2370760,27-07-2022,2
2321500,04-06-2022,2
185393,04-09-2014,5
345749,24-05-2015,7
835961,04-05-2017,3
745236,07-01-2017,3
1099516,24-04-2018,4
1441565,07-07-2019,6
1746441,26-07-2020,3
1746582,25-07-2020,6
1687097,23-05-2020,3
2095800,20-08-2021,3
2086236,09-08-2021,4
1914942,28-01-2021,4
185196,02-09-2014,3
95146,11-01-2014,4
688429,28-10-2016,6
771826,09-02-2017,0
1381771,27-04-2019,3
1877122,10-12-2020,5
1760207,09-08-2020,4
1724219,04-07-2020,3
1687381,23-05-2020,4
1659966,15-04-2020,3
2143605,17-10-2021,3
2358053,11-07-2022,4
2291470,30-04-2022,5
2205024,04-01-2022,3
184507,02-09-2014,5
2161078,06-11-2021,4
2308017,20-05-2022,8
183432,31-08-2014,5
182974,29-08-2014,1
180007,24-08-2014,5
180580,24-08-2014,3
1348844,17-03-2019,4
2118451,17-09-2021,4
2003383,13-05-2021,2
2223019,30-01-2022,3
178006,18-08-2014,4
177770,17-08-2014,3
175943,17-08-2014,4
283115,23-01-2015,6
275986,08-01-2015,3
634889,21-08-2016,4
574753,08-06-2016,3
1004454,09-12-2017,4
1136928,09-06-2018,4
1440510,05-07-2019,6
1384553,01-05-2019,3
1831995,22-10-2020,4
1721669,30-06-2020,3
1690369,27-05-2020,4
2086148,09-08-2021,5
2065533,15-07-2021,4
2058950,10-07-2021,4
2358329,12-07-2022,4
2348163,04-07-2022,4
175839,17-08-2014,4
161063,20-07-2014,3
107403,15-02-2014,5
409101,05-09-2015,3
592207,29-06-2016,0
567788,29-05-2016,4
546581,23-04-2016,3
1015666,27-12-2017,2
946496,01-10-2017,441
1282704,22-12-2018,4
1233563,14-10-2018,1
1231385,12-10-2018,4
1179810,04-08-2018,6
1348793,17-03-2019,4
1780228,29-08-2020,2
2153285,28-10-2021,4
2102991,29-08-2021,3
2089972,13-08-2021,6
1910619,24-01-2021,5
2417863,18-09-2022,5
2246387,03-03-2022,6
2242153,26-02-2022,14
175788,16-08-2014,6
2026713,06-06-2021,4
175779,16-08-2014,3
1800188,19-09-2020,4
174544,13-08-2014,4
311922,23-03-2015,4
281663,20-01-2015,3
604175,16-07-2016,6
1813306,03-10-2020,5
173369,12-08-2014,3
155755,06-07-2014,4
353536,06-06-2015,4
334681,04-05-2015,3
980004,03-11-2017,4
901083,29-07-2017,4
1154558,02-07-2018,2
1141745,14-06-2018,4
1132050,02-06-2018,5
1582197,29-12-2019,3
1418548,09-06-2019,4
1800026,19-09-2020,4
1779981,30-08-2020,4
1711747,21-06-2020,4
2198071,26-12-2021,4
2055252,05-07-2021,3
2043465,23-06-2021,4
2454281,05-11-2022,4
2301751,14-05-2022,3
2269429,03-04-2022,4
2525634,14-02-2023,5
173628,12-08-2014,3
172205,10-08-2014,6
173786,08-08-2014,4
159291,13-07-2014,4
149954,21-06-2014,4
136163,17-05-2014,5
156828,14-04-2014,4
436240,25-10-2015,5
376823,17-07-2015,3
368867,04-07-2015,3
657634,17-09-2016,7
601512,11-07-2016,4
574850,08-06-2016,4
499422,03-02-2016,4
481849,08-01-2016,4
906126,03-08-2017,3
876010,25-06-2017,4
870222,18-06-2017,4
853119,27-05-2017,7
765153,31-01-2017,4
1215739,21-09-2018,4
1165183,16-07-2018,4
1154998,03-07-2018,4
1103465,30-04-2018,4
1035803,25-01-2018,4
1029095,17-01-2018,3
1507939,19-09-2019,5
1459941,28-07-2019,4
1453884,21-07-2019,4
1441967,08-07-2019,2
1406330,27-05-2019,5
1405445,26-05-2019,3
1319333,04-02-2019,5
1815308,05-10-2020,3
1758966,09-08-2020,21
1755297,04-08-2020,4
1739658,19-07-2020,8
1704727,13-06-2020,5
1702172,11-06-2020,7
1692912,30-05-2020,4
1635118,06-03-2020,6
2136270,08-10-2021,3
2130370,01-10-2021,5
2121381,21-09-2021,5
2107930,04-09-2021,3
2085438,08-08-2021,4
2077018,28-07-2021,4
2064992,16-07-2021,5
2041555,21-06-2021,4
2005238,15-05-2021,3
2003167,13-05-2021,3
1978561,15-04-2021,4
1969899,06-04-2021,4
1965890,31-03-2021,3
1944507,04-03-2021,5
1911026,25-01-2021,4
1896774,07-01-2021,5
2488952,27-12-2022,4
2431594,06-10-2022,3
2396536,24-08-2022,3
2375886,01-08-2022,5
2361532,16-07-2022,3
2334920,19-06-2022,3
2284819,22-04-2022,4
2274855,09-04-2022,4
2220985,27-01-2022,4
2578168,21-04-2023,8
2569434,11-04-2023,3
2562882,02-04-2023,4
2494254,03-01-2023,3
172288,10-08-2014,6
172180,10-08-2014,7
1374920,13-04-2019,4
2562631,02-04-2023,4
171802,09-08-2014,8
452120,23-11-2015,5
412529,12-09-2015,6
412539,12-09-2015,3
668407,03-10-2016,4
629415,14-08-2016,5
575061,05-06-2016,4
553570,04-05-2016,7
991017,18-11-2017,4
979651,03-11-2017,4
1245703,01-11-2018,5
1206050,07-09-2018,3
1106557,02-05-2018,5
1802862,23-09-2020,5
1778435,28-08-2020,4
1712876,22-06-2020,4
1712898,22-06-2020,4
1711410,21-06-2020,11
1704879,14-06-2020,6
2142092,14-10-2021,4
2132656,04-10-2021,4
2128023,28-09-2021,3
2100578,26-08-2021,7
2039441,18-06-2021,5
2011569,22-05-2021,7
2416762,17-09-2022,5
2411901,09-09-2022,3
2410704,08-09-2022,4
2405020,02-09-2022,4
2358856,13-07-2022,4
2350033,04-07-2022,7
2340347,25-06-2022,4
2247617,06-03-2022,3
2555309,26-03-2023,6
2499119,09-01-2023,4
2498013,08-01-2023,4
171823,08-08-2014,3
311348,22-03-2015,6
719128,05-12-2016,1
625735,08-08-2016,2
537085,09-04-2016,4
1503207,12-09-2019,4
1503192,12-09-2019,2
1441317,07-07-2019,4
1680027,14-05-2020,5
1639542,14-03-2020,3
1635570,07-03-2020,4
2373646,29-07-2022,4
171778,08-08-2014,4
151659,26-06-2014,5
341465,16-05-2015,5
332732,01-05-2015,3
628570,13-08-2016,2
537825,10-04-2016,3
893726,18-07-2017,4
1210742,15-09-2018,4
1179589,04-08-2018,4
1515242,29-09-2019,4
1433857,26-06-2019,4
1810358,30-09-2020,7
1749535,28-07-2020,4
1725379,05-07-2020,4
1711605,21-06-2020,5
1666945,27-04-2020,0
1629488,26-02-2020,0
2135508,07-10-2021,1
2135498,07-10-2021,5
2115522,13-09-2021,5
2103311,29-08-2021,4
1998602,08-05-2021,4
1970937,07-04-2021,3
2443276,23-10-2022,4
2442695,22-10-2022,6
2416625,16-09-2022,5
2414276,14-09-2022,4
2397033,24-08-2022,2
2380017,05-08-2022,4
2301494,13-05-2022,16
2258324,20-03-2022,4
2224788,01-02-2022,5
2218159,23-01-2022,0
2555326,27-03-2023,5
2550749,20-03-2023,5
170704,06-08-2014,1
444406,06-11-2015,4
604233,16-07-2016,14
939834,23-09-2017,4
1215987,23-09-2018,4
1209006,12-09-2018,0
1682322,18-05-2020,5
1656873,11-04-2020,6
2222766,29-01-2022,4
168844,03-08-2014,0
168551,03-08-2014,7
663789,26-09-2016,4
655512,14-09-2016,3
2490925,30-12-2022,3
169024,03-08-2014,5
1233663,15-10-2018,0
167872,02-08-2014,1
142123,21-05-2014,3
107519,16-02-2014,7
375773,16-07-2015,5
273397,04-01-2015,1
627519,12-08-2016,3
604459,16-07-2016,5
597756,07-07-2016,9
985582,11-11-2017,3
833152,01-05-2017,3
739451,01-01-2017,3
1172403,26-07-2018,6
1132408,03-06-2018,5
1436254,30-06-2019,2
1386481,03-05-2019,3
1779023,28-08-2020,4
1746674,25-07-2020,4
1695998,02-06-2020,3
2137291,09-10-2021,4
2119745,19-09-2021,4
2053346,04-07-2021,3
2053365,04-07-2021,5
2040374,20-06-2021,8
2032282,11-06-2021,5
1957226,20-03-2021,7
2490150,28-12-2022,6
2483108,16-12-2022,5
2464272,20-11-2022,4
2269100,03-04-2022,16
2258182,19-03-2022,9
2549324,18-03-2023,4
2544817,12-03-2023,0
2514220,30-01-2023,4
2496714,06-01-2023,2
168169,02-08-2014,7
176329,30-07-2014,4
276845,11-01-2015,5
166970,26-07-2014,3
1197278,27-08-2018,3
1100691,25-04-2018,4
1338790,02-03-2019,4
1772623,23-08-2020,7
2143479,17-10-2021,9
2143499,17-10-2021,3
2541937,07-03-2023,2
164513,26-07-2014,0
163930,26-07-2014,8
162687,23-07-2014,4
161302,21-07-2014,6
2255832,16-03-2022,3
2256080,16-03-2022,3
160998,20-07-2014,3
2169719,17-11-2021,3
2111858,09-09-2021,7
2450557,31-10-2022,3
158589,13-07-2014,5
1800514,20-09-2020,3
158306,13-07-2014,5
157857,12-07-2014,2
744799,06-01-2017,2
156670,09-07-2014,1
156468,08-07-2014,5
2080536,01-08-2021,5
2003334,13-05-2021,8
162305,07-07-2014,4
155943,07-07-2014,4
153532,31-05-2014,3
456893,02-12-2015,19
300860,04-03-2015,4
605005,16-07-2016,4
1202332,02-09-2018,8
1146968,21-06-2018,3
1877043,12-12-2020,3
1808628,27-09-2020,3
2286089,23-04-2022,4
154803,05-07-2014,6
132405,03-05-2014,6
390526,08-08-2015,0
355883,11-06-2015,3
333584,03-05-2015,6
297681,25-02-2015,1
738749,31-12-2016,3
699863,11-11-2016,4
698383,10-11-2016,3
663106,26-09-2016,6
605475,17-07-2016,3
595069,04-07-2016,2
589165,26-06-2016,3
567614,29-05-2016,6
509707,21-02-2016,5
504879,14-02-2016,3
960036,15-10-2017,2
955268,09-10-2017,5
865371,11-06-2017,4
813821,07-04-2017,0
803822,26-03-2017,4
752756,16-01-2017,4
1263086,25-11-2018,3
1226853,06-10-2018,3
1162437,11-07-2018,4
1083552,02-04-2018,3
1581103,27-12-2019,7
1541774,04-11-2019,4
1486232,23-08-2019,2
1481989,17-08-2019,6
1445066,11-07-2019,4
1332429,21-02-2019,2
1314289,28-01-2019,5
1305294,19-01-2019,2
1855276,18-11-2020,2
1830092,20-10-2020,1
1786488,05-09-2020,4
1760261,09-08-2020,4
1726446,05-07-2020,4
1703055,11-06-2020,4
1693064,30-05-2020,4
1686222,23-05-2020,4
1683810,20-05-2020,3
1673989,06-05-2020,1
1664933,24-04-2020,1
1627713,23-02-2020,7
1616964,08-02-2020,3
2155282,31-10-2021,3
2143765,17-10-2021,7
2108414,05-09-2021,0
2085489,08-08-2021,5
2071343,22-07-2021,5
2067290,18-07-2021,2
2049845,30-06-2021,1
2046781,26-06-2021,3
2028928,08-06-2021,5
1981805,19-04-2021,4
1957188,20-03-2021,5
1949977,10-03-2021,1
1941210,28-02-2021,4
1940069,26-02-2021,5
1924892,09-02-2021,4
1897878,09-01-2021,3
1893327,03-01-2021,4
2467661,24-11-2022,2
2451028,02-11-2022,4
2399755,28-08-2022,2
2361614,16-07-2022,0
2339761,25-06-2022,2
2316364,29-05-2022,4
2302740,15-05-2022,3
2258224,20-03-2022,3
2235778,17-02-2022,5
2206813,08-01-2022,3
2567299,08-04-2023,4
2504645,17-01-2023,4
2502680,15-01-2023,4
154834,05-07-2014,7
154844,04-07-2014,5
92194,01-01-2014,2
630007,14-08-2016,4
589470,25-06-2016,4
901549,30-07-2017,5
778182,19-02-2017,3
1776189,25-08-2020,5
1643157,20-03-2020,4
2158417,03-11-2021,2
2084884,07-08-2021,4
2050836,02-07-2021,4
2013096,23-05-2021,4
1964271,26-03-2021,4
2406108,04-09-2022,5
2391353,18-08-2022,2
2379316,05-08-2022,4
2257316,19-03-2022,2
154721,05-07-2014,7
108691,20-02-2014,0
444458,09-11-2015,2
416812,19-09-2015,3
367780,02-07-2015,3
318297,05-04-2015,5
312119,24-03-2015,0
657151,17-09-2016,2
567494,29-05-2016,4
561912,18-05-2016,4
820565,15-04-2017,4
1037515,28-01-2018,3
1509510,21-09-2019,6
1390764,08-05-2019,4
1386929,04-05-2019,4
1365077,07-04-2019,2
1312463,26-01-2019,5
1891461,31-12-2020,3
1813872,04-10-2020,4
1787222,07-09-2020,4
1668470,29-04-2020,4
1615155,05-02-2020,0
2091531,14-08-2021,3
2090777,14-08-2021,4
2079271,31-07-2021,5
2060865,13-07-2021,4
2025260,05-06-2021,2
1978635,15-04-2021,7
1953309,15-03-2021,4
1952161,13-03-2021,1
1928594,13-02-2021,4
1910136,24-01-2021,1
2374401,31-07-2022,4
2358861,13-07-2022,3
2328215,12-06-2022,5
2299126,11-05-2022,5
2274783,10-04-2022,5
2528691,19-02-2023,4
158055,05-07-2014,5
156834,02-07-2014,5
348673,28-05-2015,3
965251,21-10-2017,4
831201,28-04-2017,4
1778542,28-08-2020,3
1637520,10-03-2020,2
153275,30-06-2014,3
361708,21-06-2015,4
1780301,30-08-2020,7
1765658,16-08-2020,3
2079533,31-07-2021,5
2411871,10-09-2022,4
2398877,27-08-2022,7
2296191,07-05-2022,3
152960,28-06-2014,7
153578,28-06-2014,4
152722,27-06-2014,3
378102,18-07-2015,4
349289,30-05-2015,4
700232,13-11-2016,2
832679,30-04-2017,6
1110399,07-05-2018,5
1550546,16-11-2019,0
1318187,01-02-2019,4
2103035,28-08-2021,4
1984807,22-04-2021,4
1939958,26-02-2021,3
2512985,27-01-2023,3
151475,25-06-2014,5
1522979,09-10-2019,5
154136,22-06-2014,3
157013,20-06-2014,4
146565,15-06-2014,4
146586,15-06-2014,4
156245,09-06-2014,6
325618,18-04-2015,3
853796,28-05-2017,5
1202274,02-09-2018,2
1182893,08-08-2018,4
1434882,28-06-2019,4
1344488,11-03-2019,4
1800192,19-09-2020,5
1728683,07-07-2020,3
1722839,02-07-2020,4
1692513,30-05-2020,4
2113769,11-09-2021,4
2038152,17-06-2021,4
2013059,23-05-2021,5
1999434,06-05-2021,5
2458467,12-11-2022,4
2340685,26-06-2022,5
2300830,11-05-2022,4
2572582,15-04-2023,6
2525591,13-02-2023,4
144524,08-06-2014,0
432466,17-10-2015,4
418964,23-09-2015,4
611479,25-07-2016,19
522122,13-03-2016,4
144565,08-06-2014,4
143979,07-06-2014,3
143723,07-06-2014,5
1492377,31-08-2019,4
139281,25-05-2014,3
688979,30-10-2016,4
975817,28-10-2017,4
1540863,03-11-2019,4
1493374,01-09-2019,4
1863099,27-11-2020,6
1844573,05-11-2020,2
1759779,09-08-2020,6
1701382,10-06-2020,3
2066335,18-07-2021,3
2053262,05-07-2021,11
2022821,02-06-2021,4
2447980,28-10-2022,2
2570622,12-04-2023,5
138645,24-05-2014,1
693401,05-11-2016,5
869968,18-06-2017,7
1821574,12-10-2020,3
1687037,24-05-2020,4
2286363,24-04-2022,3
138282,23-05-2014,7
138370,23-05-2014,2
135904,18-05-2014,7
1148596,24-06-2018,5
1806806,27-09-2020,3
136567,17-05-2014,3
308201,14-03-2015,4
134044,10-05-2014,3
586122,22-06-2016,3
2006204,16-05-2021,5
134052,10-05-2014,3
429410,12-10-2015,4
620247,03-08-2016,3
2327247,10-06-2022,3
132897,04-05-2014,4
131998,03-05-2014,4
843078,14-05-2017,6
1291779,02-01-2019,3
130232,29-04-2014,6
1581476,27-12-2019,4
129730,27-04-2014,5
1666461,26-04-2020,4
127045,20-04-2014,6
124146,11-04-2014,4
123891,09-04-2014,1
123666,06-04-2014,4
1661218,17-04-2020,4
125863,06-04-2014,4
357590,13-06-2015,4
310356,20-03-2015,4
809499,01-04-2017,3
1166302,18-07-2018,4
1051291,16-02-2018,3
1534704,24-10-2019,2
1405221,25-05-2019,5
1840364,01-11-2020,3
1765920,16-08-2020,4
2154441,30-10-2021,4
2483594,18-12-2022,4
2413596,12-09-2022,4
2584779,30-04-2023,3
122612,05-04-2014,3
436234,25-10-2015,4
324424,16-04-2015,0
595482,04-07-2016,6
572766,05-06-2016,4
959126,15-10-2017,3
954428,07-10-2017,4
1174960,29-07-2018,4
1369148,11-04-2019,2
1354049,24-03-2019,7
1350494,19-03-2019,4
1299680,13-01-2019,5
1857947,21-11-2020,4
1717173,26-06-2020,4
1999193,09-05-2021,7
1954950,16-03-2021,1
1904063,17-01-2021,5
1904036,17-01-2021,6
2491656,31-12-2022,9
2478061,09-12-2022,3
2443231,22-10-2022,7
2400492,28-08-2022,5
2386954,14-08-2022,4
2320618,04-06-2022,8
2315605,29-05-2022,5
2289382,27-04-2022,4
2231371,11-02-2022,9
2573179,15-04-2023,4
2503197,15-01-2023,4
122672,05-04-2014,4
121031,02-04-2014,16
120621,30-03-2014,5
120303,30-03-2014,5
428247,10-10-2015,4
412557,11-09-2015,5
408449,05-09-2015,3
325207,18-04-2015,4
728286,17-12-2016,4
589159,26-06-2016,5
576774,11-06-2016,3
1143135,17-06-2018,4
1492778,31-08-2019,3
1420933,12-06-2019,3
1383752,30-04-2019,4
1712342,22-06-2020,5
1687108,23-05-2020,6
2186696,10-12-2021,5
2341725,27-06-2022,5
117818,23-03-2014,3
172722,23-03-2014,3
392131,10-08-2015,4
293883,15-02-2015,5
543244,18-04-2016,3
956990,10-10-2017,1
1555135,21-11-2019,5
1537672,29-10-2019,9
1398593,18-05-2019,4
117642,21-03-2014,4
452362,22-11-2015,3
610756,23-07-2016,4
1359599,31-03-2019,7
2012765,22-05-2021,14
2361097,16-07-2022,4
2309711,23-05-2022,5
2292613,01-05-2022,3
2242345,26-02-2022,3
117591,16-03-2014,1
1515327,29-09-2019,0
1969633,04-04-2021,4
2434062,09-10-2022,5
2294477,03-05-2022,5
125855,16-03-2014,4
113156,09-03-2014,1
113247,09-03-2014,6
617607,31-07-2016,4
555126,08-05-2016,3
980269,04-11-2017,4
975600,29-10-2017,3
1417716,07-06-2019,5
1711626,21-06-2020,5
2107621,03-09-2021,3
2032220,12-06-2021,14
1951383,12-03-2021,4
2258156,20-03-2022,4
2513496,28-01-2023,3
113255,08-03-2014,3
988824,14-11-2017,2
1554446,20-11-2019,4
1428229,21-06-2019,5
2041297,20-06-2021,5
112415,05-03-2014,1
543102,17-04-2016,3
109957,25-02-2014,1
109142,22-02-2014,4
712776,28-11-2016,4
1507092,18-09-2019,2
108649,20-02-2014,1
107417,16-02-2014,6
723643,11-12-2016,4
108659,16-02-2014,4
437836,27-10-2015,5
395844,16-08-2015,6
587755,25-06-2016,5
864370,09-06-2017,5
843590,14-05-2017,4
1232554,14-10-2018,4
1847840,09-11-2020,4
1834216,25-10-2020,3
1676579,10-05-2020,5
2156001,31-10-2021,3
2052353,04-07-2021,8
1973844,09-04-2021,5
2459005,12-11-2022,4
2432893,07-10-2022,0
2368308,24-07-2022,3
2256453,18-03-2022,3
107673,16-02-2014,5
368732,05-07-2015,9
654087,13-09-2016,2
652642,11-09-2016,1
569189,31-05-2016,4
815246,09-04-2017,3
1261351,22-11-2018,2
1665735,24-04-2020,4
2011610,22-05-2021,4
2570985,12-04-2023,3
106394,12-02-2014,5
409732,07-09-2015,4
986236,12-11-2017,7
939482,20-09-2017,5
783623,26-02-2017,4
1149463,24-06-2018,3
1510411,23-09-2019,2
2349853,05-07-2022,7
2328265,12-06-2022,4
106481,12-02-2014,3
693374,05-11-2016,8
682298,22-10-2016,7
632753,17-08-2016,4
603733,14-07-2016,4
580791,14-06-2016,3
550619,29-04-2016,5
521074,12-03-2016,4
907857,06-08-2017,7
880813,01-07-2017,4
1263332,25-11-2018,4
1226384,06-10-2018,6
1173069,26-07-2018,2
1151355,27-06-2018,3
1579889,25-12-2019,4
1504012,14-09-2019,4
1435804,30-06-2019,4
1338860,03-03-2019,4
1337498,28-02-2019,3
1783928,02-09-2020,4
1757380,06-08-2020,3
1722142,01-07-2020,4
2160838,05-11-2021,3
2125953,26-09-2021,4
2119736,19-09-2021,3
2039964,19-06-2021,7
2027375,06-06-2021,5
2007722,18-05-2021,5
1998693,08-05-2021,4
1928149,13-02-2021,6
2428678,01-10-2022,2
2426042,28-09-2022,5
2415479,13-09-2022,4
2333154,16-06-2022,4
2510063,23-01-2023,4
103698,03-02-2014,2
140117,30-01-2014,0
101301,27-01-2014,4
377181,19-07-2015,4
725338,11-12-2016,4
1494669,01-09-2019,4
2285612,23-04-2022,4
113665,27-01-2014,4
451338,22-11-2015,4
696917,09-11-2016,5
493536,26-01-2016,3
1812838,02-10-2020,4
1603241,22-01-2020,7
2073597,25-07-2021,3
1975004,11-04-2021,4
2428715,02-10-2022,4
100568,25-01-2014,4
1547021,11-11-2019,4
104902,20-01-2014,4
1896252,06-01-2021,3
2348191,03-07-2022,4
97407,16-01-2014,4
97365,16-01-2014,0
95579,12-01-2014,5
1206409,09-09-2018,3
2274803,10-04-2022,4
95500,12-01-2014,6
1556002,23-11-2019,6
95550,12-01-2014,5
1145881,19-06-2018,4
1018295,01-01-2018,3
2497948,07-01-2023,9
94514,05-01-2014,3
382413,24-07-2015,5
1943986,03-03-2021,3
473882,27-12-2015,4
1191368,20-08-2018,4
1854207,17-11-2020,4
1715616,24-06-2020,4
2291185,29-04-2022,2
2564328,03-04-2023,4
471860,25-12-2015,4
677293,15-10-2016,5
1083011,01-04-2018,4
1492087,30-08-2019,9
1348291,15-03-2019,4
2200720,27-12-2021,3
2157991,02-11-2021,4
2142296,15-10-2021,5
2492253,31-12-2022,8
2468642,26-11-2022,4
469468,21-12-2015,4
468968,20-12-2015,4
646995,03-09-2016,3
1967914,03-04-2021,4
2228660,06-02-2022,4
469614,20-12-2015,4
464945,13-12-2015,4
465117,12-12-2015,3
2193049,19-12-2021,3
464002,12-12-2015,4
457037,02-12-2015,3
386066,02-08-2015,5
273965,02-01-2015,4
883052,05-07-2017,4
1177024,30-07-2018,4
1420432,11-06-2019,2
2031976,11-06-2021,6
2213456,16-01-2022,3
463642,11-12-2015,3
451057,21-11-2015,3
426256,06-10-2015,5
424224,02-10-2015,4
386140,02-08-2015,7
375322,15-07-2015,3
370474,07-07-2015,1
344302,20-05-2015,3
341232,16-05-2015,5
316795,02-04-2015,5
299190,28-02-2015,3
723292,11-12-2016,5
715101,30-11-2016,4
662342,24-09-2016,8
615328,28-07-2016,4
600798,11-07-2016,5
568528,30-05-2016,5
545501,21-04-2016,4
942830,26-09-2017,2
941144,24-09-2017,4
